# Annotated with Bakta
# Software: v1.12.0
# Database: v6.0, full
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Gene	Product	DbXrefs
contig_1	cds	2280059	2280958	+	HFCAGB_02334	hisG	ATP phosphoribosyltransferase	COG:COG0040, COG:E, EC:2.4.2.17, GO:0000105, GO:0000287, GO:0003879, GO:0005524, GO:0005737, KEGG:K00765, RefSeq:WP_000886604.1, SO:0001217, UniParc:UPI0000059C56, UniRef:UniRef100_B5FM40, UniRef:UniRef50_P60757, UniRef:UniRef90_P60757
contig_1	cds	2281061	2282365	+	HFCAGB_02335	hisD	Histidinol dehydrogenase	COG:COG0141, COG:E, EC:1.1.1.23, GO:0000105, GO:0004399, GO:0005829, GO:0008270, GO:0051287, KEGG:K00013, RefSeq:WP_000009624.1, SO:0001217, UniParc:UPI00016A1956, UniRef:UniRef100_A0A3Z2MRV1, UniRef:UniRef50_P10370, UniRef:UniRef90_P10370
contig_1	cds	2282362	2283441	+	HFCAGB_02336	hisC	histidinol-phosphate transaminase	EC:2.6.1.9, GO:0000105, GO:0004400, GO:0030170, RefSeq:WP_000102717.1, SO:0001217, UniParc:UPI00016A1957, UniRef:UniRef100_B5FM42, UniRef:UniRef50_P06986, UniRef:UniRef90_P10369
contig_1	cds	2283438	2284505	+	HFCAGB_02337	hisB	bifunctional histidinol-phosphatase/imidazoleglycerol-phosphate dehydratase HisB	EC:3.1.3.15, EC:4.2.1.19, GO:0000105, GO:0004401, GO:0004424, GO:0005737, GO:0046872, KEGG:K01089, RefSeq:WP_000080044.1, SO:0001217, UniParc:UPI000012C86F, UniRef:UniRef100_P10368, UniRef:UniRef50_Q9S5G5, UniRef:UniRef90_P10368
contig_1	cds	2284505	2285095	+	HFCAGB_02338	hisH	imidazole glycerol phosphate synthase subunit HisH	COG:COG0118, COG:E, EC:4.3.2.10, GO:0000105, GO:0000107, GO:0004359, GO:0005737, GO:0016829, RefSeq:WP_001103591.1, SO:0001217, UniParc:UPI0000059C52, UniRef:UniRef100_P0A1R4, UniRef:UniRef50_P60595, UniRef:UniRef90_P60595
contig_1	cds	2285095	2285832	+	HFCAGB_02339	hisA	1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino]imidazole-4-carboxamide isomerase	COG:COG0106, COG:E, EC:5.3.1.16, GO:0000105, GO:0000162, GO:0003949, GO:0005737, RefSeq:WP_000586406.1, SO:0001217, UniParc:UPI000048EB77, UniRef:UniRef100_B5FM45, UniRef:UniRef50_P10371, UniRef:UniRef90_P10371
contig_1	cds	2285814	2286590	+	HFCAGB_02340	hisF	Imidazole glycerol phosphate synthase subunit HisF	COG:COG0107, COG:E, EC:4.3.2.10, GO:0000105, GO:0000107, GO:0005737, GO:0016829, RefSeq:WP_000880124.1, SO:0001217, UniParc:UPI00016A1958, UniRef:UniRef100_B5FM46, UniRef:UniRef50_P60664, UniRef:UniRef90_P60664
contig_1	cds	2286584	2287195	+	HFCAGB_02341	hisIE	bifunctional phosphoribosyl-AMP cyclohydrolase/phosphoribosyl-ATP diphosphatase HisIE	COG:COG0140, COG:E, EC:3.5.4.19, EC:3.6.1.31, GO:0000105, GO:0004635, GO:0004636, GO:0005524, GO:0005737, RefSeq:WP_000954848.1, SO:0001217, UniParc:UPI000012C78E, UniRef:UniRef100_P10367, UniRef:UniRef50_P06989, UniRef:UniRef90_P06989
contig_1	cds	2287276	2288259	-	HFCAGB_02342	wzzB	LPS O-antigen chain length determinant protein WzzB	GO:0004713, GO:0005886, GO:0009103, GO:0042802, KEGG:K05789, RefSeq:WP_000215261.1, SO:0001217, UniParc:UPI0000138FBD, UniRef:UniRef100_Q04866, UniRef:UniRef50_P76372, UniRef:UniRef90_Q04866
contig_1	cds	2288402	2289568	-	HFCAGB_02343	ugd	UDP-glucose 6-dehydrogenase	EC:1.1.1.22, GO:0000271, GO:0003979, GO:0006065, GO:0009103, GO:0051287, KEGG:K00012, RefSeq:WP_000704825.1, SO:0001217, UniParc:UPI0001604539, UniRef:UniRef100_A0A3U7XLN2, UniRef:UniRef50_P76373, UniRef:UniRef90_Q04873
contig_1	cds	2289806	2291212	-	HFCAGB_02344	gndA	NADP-dependent phosphogluconate dehydrogenase	COG:COG0362, COG:G, EC:1.1.1.44, GO:0004616, GO:0005829, GO:0006098, GO:0009051, GO:0046177, GO:0050661, RefSeq:WP_000043532.1, SO:0001217, UniParc:UPI00004F7D8E, UniRef:UniRef100_A0A1S0Z9D0, UniRef:UniRef50_P41582, UniRef:UniRef90_P41582, VFDB:VFC0258, VFDB:VFG048830
contig_1	cds	2291376	2292806	-	HFCAGB_02345	rfbP	undecaprenyl-phosphate galactose phosphotransferase	EC:2.7.8.6, GO:0005886, GO:0009243, GO:0016780, GO:0047360, KEGG:K00996, RefSeq:WP_000368707.1, SO:0001217, UniParc:UPI00001337EC, UniRef:UniRef100_P26406, UniRef:UniRef50_P26406, UniRef:UniRef90_P26406
contig_1	cds	2292877	2294310	-	HFCAGB_02346	rfbK	O-antigen biosynthesis phosphomannomutase RfbK	BlastRules:WP_001103643, EC:5.4.2.8, GO:0000287, GO:0004615, GO:0005829, GO:0005886, GO:0006048, GO:0008966, GO:0009243, GO:0009252, GO:0009298, RefSeq:WP_001103642.1, SO:0001217, UniParc:UPI00016A1B51, UniRef:UniRef100_A0A3Z0XQS6, UniRef:UniRef50_Q00330, UniRef:UniRef90_P26405
contig_1	cds	2294297	2295736	-	HFCAGB_02347	rfbM	mannose-1-phosphate guanylyltransferase RfbM	BlastRules:WP_000009017, EC:2.7.7.13, EC:5.3.1.8, GO:0000271, GO:0004475, GO:0005525, GO:0009243, GO:0009298, GO:0016779, RefSeq:WP_000009016.1, SO:0001217, UniParc:UPI00016A1A8F, UniRef:UniRef100_A0A603N5Q3, UniRef:UniRef50_P26404, UniRef:UniRef90_P26404
contig_1	cds	2295737	2296681	-	HFCAGB_02348	rfbN	O antigen biosynthesis rhamnosyltransferase RfbN	BlastRules:WP_000705151, EC:2.4.1.377, GO:0009243, GO:0016757, GO:0044010, GO:0045226, KEGG:K12992, RefSeq:WP_000705151.1, SO:0001217, UniParc:UPI00001337EB, UniRef:UniRef100_P26403, UniRef:UniRef50_Q54129, UniRef:UniRef90_P26403
contig_1	cds	2296682	2297743	-	HFCAGB_02349	rfbU	O-antigen chain mannosyltransferase RfbU	EC:2.4.1.378, GO:0009103, GO:0009243, GO:0016757, GO:0045226, KEGG:K25195, RefSeq:WP_001521643.1, SO:0001217, UniParc:UPI00001337ED, UniRef:UniRef100_P26402, UniRef:UniRef50_P26402, UniRef:UniRef90_P26402
contig_1	cds	2298318	2299319	-	HFCAGB_02350		Glycosyltransferase	EC:2.4.1.60, KEGG:K13005, RefSeq:WP_000868492.1, SO:0001217, UniParc:UPI00016A1B52, UniRef:UniRef100_A0A3Y9WUK9, UniRef:UniRef50_P26401, UniRef:UniRef90_A0A5I3K821
contig_1	cds	2299321	2300604	-	HFCAGB_02351	rfbX	Putative O-antigen transporter	GO:0005886, GO:0009243, SO:0001217, UniParc:UPI00016A1B53, UniRef:UniRef100_A0A6C6ZW83, UniRef:UniRef50_Q99191, UniRef:UniRef90_Q99191
contig_1	cds	2300690	2301706	-	HFCAGB_02352	rfbE	CDP-paratose 2-epimerase	BlastRules:WP_000770936, EC:5.1.3.10, GO:0009103, GO:0047732, KEGG:K12454, RefSeq:WP_000770933.1, SO:0001217, UniParc:UPI00016A1B54, UniRef:UniRef100_A0A3V7PBW3, UniRef:UniRef50_P14169, UniRef:UniRef90_P14169
contig_1	cds	2301703	2302527	-	HFCAGB_02353	rfbS	CDP-paratose synthase	BlastRules:WP_000697757, EC:1.1.1.342, GO:0009103, GO:0016491, SO:0001217, UniParc:UPI0002350141, UniRef:UniRef100_A0A3R0CM51, UniRef:UniRef50_P14168, UniRef:UniRef90_P14168
contig_1	cds	2302578	2303891	-	HFCAGB_02354	rfbH	lipopolysaccharide biosynthesis protein RfbH	COG:COG0399, COG:M, GO:0000271, GO:0003824, GO:0008483, GO:0009243, GO:0030170, RefSeq:WP_000126349.1, SO:0001217, UniParc:UPI00001337E2, UniRef:UniRef100_P26398, UniRef:UniRef50_P26398, UniRef:UniRef90_P26398
contig_1	cds	2303918	2304997	-	HFCAGB_02355	rfbG	CDP-glucose 4,6-dehydratase	EC:4.2.1.45, GO:0009243, GO:0047733, KEGG:K01709, RefSeq:WP_000565910.1, SO:0001217, UniParc:UPI00016A1B56, UniRef:UniRef100_A0A3Z0XRH3, UniRef:UniRef50_P26397, UniRef:UniRef90_P26397
contig_1	cds	2305002	2305775	-	HFCAGB_02356	rfbF	glucose-1-phosphate cytidylyltransferase	BlastRules:WP_000648783, BlastRules:WP_000648784, COG:COG1208, COG:JM, EC:2.7.7.33, GO:0000166, GO:0009243, GO:0046872, GO:0047343, RefSeq:WP_000648783.1, SO:0001217, UniParc:UPI0000059C40, UniRef:UniRef100_Q8Z5I4, UniRef:UniRef50_Q8Z5I4, UniRef:UniRef90_Q8Z5I4
contig_1	cds	2305791	2306765	-	HFCAGB_02357	rfbI	Protein RfbI	EC:1.17.1.1, GO:0009243, GO:0016491, GO:0046872, GO:0051537, KEGG:K00523, SO:0001217, UniParc:UPI00016A1B57, UniRef:UniRef100_A0A3Y2QGS5, UniRef:UniRef50_Q66DP5, UniRef:UniRef90_P26395
contig_1	cds	2306771	2307319	-	HFCAGB_02358	rfbC	dTDP-4-dehydrorhamnose 3,5-epimerase	EC:5.1.3.13, GO:0005829, GO:0008830, GO:0009103, GO:0009243, GO:0019305, GO:0045226, SO:0001217, UniParc:UPI000160447A, UniRef:UniRef100_A0A603BNX3, UniRef:UniRef50_P26394, UniRef:UniRef90_P26394
contig_1	cds	2307323	2308201	-	HFCAGB_02359	rfbA	glucose-1-phosphate thymidylyltransferase RfbA	COG:COG1209, COG:M, EC:2.7.7.24, GO:0000271, GO:0000287, GO:0008879, GO:0009243, GO:0019305, GO:0045226, RefSeq:WP_000857534.1, SO:0001217, UniParc:UPI00016A1B58, UniRef:UniRef100_A0A6C7A2D2, UniRef:UniRef50_P37744, UniRef:UniRef90_P37744
contig_1	cds	2308249	2309148	-	HFCAGB_02360	rfbD	dTDP-4-dehydrorhamnose reductase	EC:1.1.1.133, GO:0005829, GO:0008831, GO:0009103, GO:0009243, GO:0019305, GO:0045226, GO:0046872, KEGG:K00067, RefSeq:WP_001023658.1, SO:0001217, UniParc:UPI0001604478, UniRef:UniRef100_A0A603N2S5, UniRef:UniRef50_P26392, UniRef:UniRef90_P26392
contig_1	cds	2309148	2310233	-	HFCAGB_02361	rfbB	dTDP-glucose 4,6-dehydratase	EC:4.2.1.46, GO:0008460, GO:0009103, GO:0009225, GO:0009243, GO:0019305, GO:0045226, GO:0070404, RefSeq:WP_000697846.1, SO:0001217, UniParc:UPI0000059C3B, UniRef:UniRef100_A0A5X3QVY7, UniRef:UniRef50_P26391, UniRef:UniRef90_P26391
contig_1	ncRNA-region	2310307	2310345	-			JUMPstart RNA	RFAM:RF01707, SO:0005836
contig_1	cds	2310610	2311503	-	HFCAGB_02362	galF	GalU regulator GalF	COG:COG1210, COG:M, EC:2.7.7.9, GO:0003983, GO:0006011, GO:0009103, GO:0030234, KEGG:K00963, RefSeq:WP_000981469.1, SO:0001217, UniParc:UPI0000059C3A, UniRef:UniRef100_P0A2K7, UniRef:UniRef50_P0AAB6, UniRef:UniRef90_P0AAB6
contig_1	cds	2311681	2313084	-	HFCAGB_02363	wcaM	colanic acid biosynthesis protein WcaM	GO:0009103, GO:0045228, RefSeq:WP_001144951.1, SO:0001217, UniParc:UPI00016A1D53, UniRef:UniRef100_A0A725CU51, UniRef:UniRef50_P71244, UniRef:UniRef90_P26389
contig_1	cds	2313095	2314315	-	HFCAGB_02364	wcaL	colanic acid biosynthesis glycosyltransferase WcaL	EC:2.4.-.-, EC:2.4.1.-, GO:0009103, GO:0016757, GO:0045228, RefSeq:WP_000868513.1, SO:0001217, UniParc:UPI00016A1D54, UniRef:UniRef100_A0A3Y9LBT9, UniRef:UniRef50_P71243, UniRef:UniRef90_P26388
contig_1	cds	2314312	2315592	-	HFCAGB_02365	wcaK	colanic acid biosynthesis pyruvyl transferase WcaK	KEGG:K16710, RefSeq:WP_000770911.1, SO:0001217, UniParc:UPI00016A1D55, UniRef:UniRef100_A0A3R0D396, UniRef:UniRef50_Q46637, UniRef:UniRef90_A0A2I5HET7
contig_1	cds	2315614	2317092	-	HFCAGB_02366	wzxC	colanic acid undecaprenyl disphosphate flippase WzxC	BlastRules:WP_000058424, BlastRules:WP_000058682, RefSeq:WP_000058677.1, SO:0001217, UniParc:UPI00016A1D56, UniRef:UniRef100_A0A8X6K136, UniRef:UniRef50_P77377, UniRef:UniRef90_H9L497
contig_1	cds	2317194	2318588	-	HFCAGB_02367	wcaJ	undecaprenyl-phosphate glucose phosphotransferase	EC:2.7.8.31, KEGG:K03606, RefSeq:WP_000183158.1, SO:0001217, UniParc:UPI00016A1D57, UniRef:UniRef100_A0A3Z0XQS3, UniRef:UniRef50_C9XVW9, UniRef:UniRef90_A0A0T7RQY4
contig_1	cds	2318642	2320012	-	HFCAGB_02368	cpsG	colanic acid biosynthesis phosphomannomutase CpsG	BlastRules:WP_000164218, BlastRules:WP_001350528, EC:5.4.2.8, GO:0000287, GO:0004615, GO:0009103, GO:0009298, RefSeq:WP_000164207.1, SO:0001217, UniParc:UPI00016A1D58, UniRef:UniRef100_A0A3Z2MSR8, UniRef:UniRef50_P37742, UniRef:UniRef90_P26341
contig_1	ncRNA-region	2320017	2320067	-			algC RNA	RFAM:RF02929, SO:0005836
contig_1	cds	2320123	2321559	-	HFCAGB_02369	cpsB	mannose-1-phosphate guanylyltransferase ManC	BlastRules:WP_000605938, COG:COG0836, COG:M, EC:2.7.7.13, GO:0000271, GO:0004475, GO:0005525, GO:0009103, GO:0009298, GO:0016779, SO:0001217, UniParc:UPI00017F782B, UniRef:UniRef100_A0A3Z0XQN0, UniRef:UniRef50_P24174, UniRef:UniRef90_P26340
contig_1	cds	2321562	2322785	-	HFCAGB_02370	wcaI	colanic acid biosynthesis fucosyltransferase WcaI	BlastRules:WP_000699632, EC:2.4.1.-, KEGG:K03208, RefSeq:WP_000699632.1, SO:0001217, UniParc:UPI00000CD1A0, UniRef:UniRef100_Q8ZNR1, UniRef:UniRef50_P32057, UniRef:UniRef90_A9MKZ6
contig_1	cds	2322782	2323255	-	HFCAGB_02371	gmm	GDP-mannose mannosyl hydrolase	BlastRules:WP_001526160, BlastRules:WP_001688181, EC:3.6.1.-, GO:0000287, GO:0008727, GO:0030145, RefSeq:WP_001574640.1, SO:0001217, UniParc:UPI00016A1D5A, UniRef:UniRef100_A0A5Z7BCX0, UniRef:UniRef50_Q8Z5H2, UniRef:UniRef90_Q8Z5H2
contig_1	cds	2323258	2324223	-	HFCAGB_02372		GDP-L-fucose synthase	EC:1.1.1.271, KEGG:K02377, RefSeq:WP_001041686.1, SO:0001217, UniParc:UPI00016A1D5B, UniRef:UniRef100_A0A3R0VQM5, UniRef:UniRef50_Q5JBH1, UniRef:UniRef90_A0A0D8WJX9
contig_1	cds	2324226	2325347	-	HFCAGB_02373		GDP-mannose 4,6-dehydratase	RefSeq:WP_000048160.1, SO:0001217, UniParc:UPI00000D01DD, UniRef:UniRef100_H9L499, UniRef:UniRef90_H9L499
contig_1	cds	2325371	2325925	-	HFCAGB_02374	wcaF	colanic acid biosynthesis acetyltransferase WcaF	BlastRules:WP_001153547, BlastRules:WP_001153603, RefSeq:WP_001153607.1, SO:0001217, UniParc:UPI00016A1D5C, UniRef:UniRef100_A0A3R0SSS7, UniRef:UniRef50_P0ACD2, UniRef:UniRef90_H9L4A1
contig_1	cds	2325941	2326687	-	HFCAGB_02375	wcaE	colanic acid biosynthesis glycosyltransferase WcaE	EC:2.4.1.-, RefSeq:WP_000480132.1, SO:0001217, UniParc:UPI0000059C2E, UniRef:UniRef100_A0A625KRF3, UniRef:UniRef50_P71239, UniRef:UniRef90_A0A447R1V3
contig_1	cds	2326700	2327914	-	HFCAGB_02376	wcaD	colanic acid polymerase WcaD	GO:0005886, GO:0009103, GO:0045228, GO:0046377, KEGG:K13620, RefSeq:WP_000091392.1, SO:0001217, UniParc:UPI000048EB57, UniRef:UniRef100_A0A6C7HSL2, UniRef:UniRef50_P71238, UniRef:UniRef90_P71238
contig_1	cds	2327889	2329106	-	HFCAGB_02377	wcaC	colanic acid biosynthesis glycosyltransferase WcaC	GO:0016757, RefSeq:WP_001023844.1, SO:0001217, UniParc:UPI00017F782C, UniRef:UniRef100_A0A3T5LHM0, UniRef:UniRef50_P71237, UniRef:UniRef90_A9MKY9
contig_1	cds	2329103	2329591	-	HFCAGB_02378	wcaB	colanic acid biosynthesis acetyltransferase WcaB	COG:COG1045, COG:E, EC:2.3.1.-, RefSeq:WP_000888724.1, SO:0001217, UniParc:UPI0000059C2C, UniRef:UniRef100_A0A4Z0L0F1, UniRef:UniRef50_P0ACC9, UniRef:UniRef90_A0A4Z0L0F1
contig_1	cds	2329594	2330505	-	HFCAGB_02379	wcaA	colanic acid biosynthesis glycosyltransferase WcaA	KEGG:K25875, SO:0001217, UniParc:UPI00016043AB, UniRef:UniRef100_A0A379UUD0, UniRef:UniRef50_P77414, UniRef:UniRef90_A0A5P2MF52
contig_1	cds	2330523	2332682	-	HFCAGB_02380	wzc	tyrosine-protein kinase Wzc	EC:2.7.10.-, GO:0004713, GO:0005524, GO:0005886, GO:0009103, GO:0016020, GO:0035401, GO:0045226, GO:0140801, RefSeq:WP_000137220.1, SO:0001217, UniParc:UPI00016A07C9, UniRef:UniRef100_A0A8X6K143, UniRef:UniRef50_Q9F7B1, UniRef:UniRef90_Q9F7B1
contig_1	cds	2332679	2333128	-	HFCAGB_02381		protein-tyrosine-phosphatase	RefSeq:WP_000482226.1, SO:0001217, UniParc:UPI000169F5ED, UniRef:UniRef100_A0A4V6FXD5, UniRef:UniRef90_Q9F7B2
contig_1	cds	2333134	2334273	-	HFCAGB_02382	wza	Putative polysaccharide export protein wza	COG:COG1596, COG:M, GO:0000271, GO:0006811, GO:0009279, GO:0015159, GO:0015288, GO:0046930, RefSeq:WP_000978076.1, SO:0001217, UniParc:UPI000169F5EE, UniRef:UniRef100_A0A724S4I9, UniRef:UniRef50_P0A930, UniRef:UniRef90_Q8ZNQ9
contig_1	ncRNA-region	2334452	2334490	-			JUMPstart RNA	RFAM:RF01707, SO:0005836
contig_1	cds	2334948	2336528	+	HFCAGB_02383	terC	TerC family protein	RefSeq:WP_000454721.1, SO:0001217, UniParc:UPI00016A07CA, UniRef:UniRef100_A0A3R0BZB6, UniRef:UniRef50_P76389, UniRef:UniRef90_A0A639WEB3
contig_1	cds	2336614	2338470	-	HFCAGB_02384	asmA	outer membrane assembly protein AsmA	KEGG:K07289, RefSeq:WP_001252273.1, SO:0001217, UniParc:UPI00016A07CB, UniRef:UniRef100_A0A712BIE9, UniRef:UniRef50_P28249, UniRef:UniRef90_A0A5U8K6U2
contig_1	cds	2338509	2339090	-	HFCAGB_02385	dcd	dCTP deaminase	COG:COG0717, COG:F, EC:3.5.4.13, GO:0000166, GO:0006226, GO:0006229, GO:0008829, GO:0015949, KEGG:K01494, RefSeq:WP_001234783.1, SO:0001217, UniParc:UPI0000059C25, UniRef:UniRef100_P63905, UniRef:UniRef50_B5XT28, UniRef:UniRef90_B5XT28
contig_1	cds	2339181	2339822	-	HFCAGB_02386	udk	uridine kinase	COG:COG0572, COG:F, EC:2.7.1.48, GO:0004849, GO:0005524, GO:0005737, GO:0043771, GO:0044206, GO:0044211, KEGG:K00876, RefSeq:WP_000132082.1, SO:0001217, UniParc:UPI0000059C24, UniRef:UniRef100_P67408, UniRef:UniRef50_P0A8F4, UniRef:UniRef90_P0A8F4
contig_1	cds	2340153	2340524	+	HFCAGB_02387		diguanylate cyclase	EC:2.7.7.65, GO:0005515, SO:0001217, UniParc:UPI0002AECDFD, UniRef:UniRef100_A0A0N1QWD7, UniRef:UniRef50_P38097, UniRef:UniRef90_A0A0T9WSZ6
contig_1	cds	2340549	2343143	+	HFCAGB_02388		diguanylate cyclase	EC:2.7.7.65, GO:0005515, SO:0001217, UniParc:UPI0002AE96C4, UniRef:UniRef100_M7RLQ9, UniRef:UniRef50_P38097, UniRef:UniRef90_A0A0T9WSZ6
contig_1	cds	2343111	2343980	-	HFCAGB_02389	alkA	DNA-3-methyladenine glycosylase 2	EC:3.2.2.21, GO:0003824, GO:0006281, RefSeq:WP_000494702.1, SO:0001217, UniParc:UPI00016A07CD, UniRef:UniRef100_A0A711S4I7, UniRef:UniRef50_P04395, UniRef:UniRef90_Q8ZNQ5
contig_1	cds	2344127	2345041	+	HFCAGB_02390	yegD	molecular chaperone	GO:0005524, GO:0016887, SO:0001217, UniRef:UniRef50_M7RGP5, UniRef:UniRef90_M7RGP5
contig_1	cds	2345038	2345466	+	HFCAGB_02391	yegD	Heat shock protein YegD	SO:0001217, UniParc:UPI0002C48EE8, UniRef:UniRef100_M7SCJ8, UniRef:UniRef50_M7SCJ8, UniRef:UniRef90_M7SCJ8
contig_1	ncRNA	2345494	2345639	+	HFCAGB_02392	SIB_RNA	Short Intergenic Abundant RNA	RFAM:RF00113, SO:0000655
contig_1	cds	2345605	2345802	+	HFCAGB_02393		Secreted protein	SO:0001217, UniParc:UPI0003E4C8EB, UniRef:UniRef100_A0A1X8WH90, UniRef:UniRef50_A0A1X8WH90, UniRef:UniRef90_A0A1X8WH90
contig_1	cds	2345907	2347148	+	HFCAGB_02394	mdtA	multidrug efflux RND transporter subunit MdtA	BlastRules:WP_000678822, BlastRules:WP_000678989, GO:0005886, GO:0015562, GO:0016020, GO:0022857, GO:0055085, GO:1990281, RefSeq:WP_000678829.1, SO:0001217, UniParc:UPI00016A09E4, UniRef:UniRef100_M7S3A0, UniRef:UniRef50_P76397, UniRef:UniRef90_Q8ZNQ3
contig_1	cds	2347148	2350270	+	HFCAGB_02395	mdtB	multidrug efflux RND transporter permease subunit MdtB	BlastRules:WP_001197805, BlastRules:WP_001197875, GO:0005886, GO:0016020, GO:0022857, GO:0042910, GO:0055085, RefSeq:WP_001197783.1, SO:0001217, UniParc:UPI000169F10F, UniRef:UniRef100_B5FMU6, UniRef:UniRef50_Q8ZCW0, UniRef:UniRef90_Q8ZNQ2
contig_1	cds	2350271	2353351	+	HFCAGB_02396	mdtC	multidrug efflux RND transporter permease subunit MdtC	BlastRules:WP_000667481, BlastRules:WP_001210077, GO:0005886, GO:0042910, GO:0055085, KEGG:K07789, RefSeq:WP_001210081.1, SO:0001217, UniParc:UPI00016A09E5, UniRef:UniRef100_B5FMU7, UniRef:UniRef50_P76399, UniRef:UniRef90_Q8ZNQ1
contig_1	cds	2353348	2354760	+	HFCAGB_02397	mdtD	Putative multidrug resistance protein MdtD	GO:0005886, GO:0022857, KEGG:K18326, RefSeq:WP_000137826.1, SO:0001217, UniParc:UPI00016A09E6, UniRef:UniRef100_B5FMU8, UniRef:UniRef50_P36554, UniRef:UniRef90_Q8ZNQ0
contig_1	cds	2354760	2356163	+	HFCAGB_02398	baeS	two-component system sensor histidine kinase BaeS	EC:2.7.13.3, GO:0000155, GO:0007165, GO:0016020, GO:0016310, RefSeq:WP_000870077.1, SO:0001217, UniParc:UPI00016A09E7, UniRef:UniRef100_A0A708AI43, UniRef:UniRef50_P30847, UniRef:UniRef90_C0Q118
contig_1	cds	2356160	2356882	+	HFCAGB_02399	baeR	two-component system response regulator BaeR	COG:COG0745, COG:TK, GO:0000156, GO:0000160, GO:0000976, GO:0000987, GO:0003677, GO:0005829, GO:0006355, GO:0032993, GO:0042802, GO:2000144, GO:2001023, RefSeq:WP_000137854.1, SO:0001217, UniParc:UPI00000CD1AA, UniRef:UniRef100_Q8ZNP8, UniRef:UniRef50_P69228, UniRef:UniRef90_P69228
contig_1	cds	2357151	2358353	+	HFCAGB_02400		Cytoplasmic protein	RefSeq:WP_000141059.1, SO:0001217, UniParc:UPI00016A09E8, UniRef:UniRef100_A0A5U6EQ59, UniRef:UniRef50_A0A084A5S9, UniRef:UniRef90_B5RBX3
contig_1	cds	2358353	2359069	+	HFCAGB_02401		DUF1266 domain-containing protein	RefSeq:WP_000498587.1, SO:0001217, UniParc:UPI00016A09E9, UniRef:UniRef100_A0A630KXZ5, UniRef:UniRef50_A0A084A5T0, UniRef:UniRef90_A0A6C7HZA1
contig_1	cds	2359080	2361191	+	HFCAGB_02402		DUF4034 domain-containing protein	RefSeq:WP_000434256.1, SO:0001217, UniParc:UPI00016A09EA, UniRef:UniRef100_A0A3Z0XQI5, UniRef:UniRef50_A0A084A5T1, UniRef:UniRef90_C0Q114
contig_1	cds	2361307	2362668	+	HFCAGB_02403	yegQ	tRNA 5-hydroxyuridine modification protein YegQ	COG:COG0826, COG:J, EC:3.4.-.-, GO:0002098, GO:0005829, GO:0006400, GO:0006508, GO:0008233, KEGG:K08303, RefSeq:WP_001540403.1, SO:0001217, UniParc:UPI00004F7DBC, UniRef:UniRef100_M7S3A8, UniRef:UniRef50_P76403, UniRef:UniRef90_P76403
contig_1	ncRNA	2362752	2362836	+	HFCAGB_02404	CyaR_RyeE	CyaR/Rye RNA	RFAM:RF00112, SO:0000655
contig_1	cds	2363308	2363724	-	HFCAGB_02405	cesT	CesT family type III secretion system chaperone	RefSeq:WP_001540404.1, SO:0001217, UniParc:UPI00004F7DBD, UniRef:UniRef100_A0A603BNX4, UniRef:UniRef50_A9MKW4, UniRef:UniRef90_V1HRT9
contig_1	cds	2363846	2364181	-	HFCAGB_02406		Inner membrane protein	RefSeq:WP_031617316.1, SO:0001217, UniParc:UPI00034A37B2, UniRef:UniRef100_M7RLQ2, UniRef:UniRef50_A0A4Z0PQK8, UniRef:UniRef90_A0A4Z0PQK8
contig_1	cds	2364743	2365642	+	HFCAGB_02407	yegS	lipid kinase YegS	EC:2.7.1.-, GO:0000287, GO:0001727, GO:0005524, GO:0005737, GO:0005886, GO:0008654, GO:0046872, RefSeq:WP_001273389.1, SO:0001217, UniParc:UPI00000CD1B1, UniRef:UniRef100_Q8ZNP1, UniRef:UniRef50_P76407, UniRef:UniRef90_Q8ZNP1
contig_1	cds	2365695	2366747	-	HFCAGB_02408	fbaB	class I fructose-bisphosphate aldolase	COG:COG1830, COG:G, EC:4.1.2.13, GO:0004332, KEGG:K11645, RefSeq:WP_000129590.1, SO:0001217, UniParc:UPI0000059C04, UniRef:UniRef100_Q7CQ97, UniRef:UniRef50_A0A2E5G226, UniRef:UniRef90_Q7CQ97
contig_1	cds	2367001	2368272	+	HFCAGB_02409		Major facilitator superfamily (MFS) profile domain-containing protein	KEGG:K05820, RefSeq:WP_000858692.1, SO:0001217, UniParc:UPI0000059C03, UniRef:UniRef100_Q7CQ96, UniRef:UniRef50_P76417, UniRef:UniRef90_A8AEC6
contig_1	cds	2368269	2369273	+	HFCAGB_02410		ADP-ribosylglycohydrolase family protein	RefSeq:WP_000642804.1, SO:0001217, UniParc:UPI00016A0C0A, UniRef:UniRef100_A0A3Z0XRB9, UniRef:UniRef50_P76418, UniRef:UniRef90_A0A3E1XGS1
contig_1	cds	2369270	2370235	+	HFCAGB_02411		Sugar kinase	RefSeq:WP_001012656.1, SO:0001217, UniParc:UPI0000059C01, UniRef:UniRef100_A0A725CQ61, UniRef:UniRef50_P76419, UniRef:UniRef90_A0A379URW9
