"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Accessory Fragment","Genome Fragment","Order within Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","GCF_000007545.1_ASM754v1_genomic","GCF_000020745.1_ASM2074v1_genomic","GCF_000020885.1_ASM2088v1_genomic","GCF_000020925.1_ASM2092v1_genomic","GCF_000022165.1_ASM2216v1_genomic","GCF_000170215.1_ASM17021v1_genomic","GCF_000170255.1_ASM17025v1_genomic","GCF_000171255.1_ASM17125v1_genomic","GCF_000171275.1_ASM17127v1_genomic","GCF_000171315.1_ASM17131v1_genomic","GCF_000171415.1_ASM17141v1_genomic","GCF_000171515.1_ASM17151v1_genomic","GCF_000171535.2_ASM17153v2_genomic"
"BENMGJ_02766","cloud","Ogr/Delta-like zinc finger family protein","1","1","1.0","NA","NA","","","","272","272","272.0","","","","","","","","","","BENMGJ_02766","","",""
"BENMGJ_02767","cloud","DUF927 domain-containing protein","1","1","1.0","NA","NA","","","","2687","2687","2687.0","","","","","","","","","","BENMGJ_02767","","",""
"BENMGJ_02768","cloud","DUF5375 domain-containing protein","1","1","1.0","NA","NA","","","","410","410","410.0","","","","","","","","","","BENMGJ_02768","","",""
"BENMGJ_02769","cloud","Phage protein","1","1","1.0","NA","NA","","","","236","236","236.0","","","","","","","","","","BENMGJ_02769","","",""
"BENMGJ_02770","cloud","Host cell division inhibitor Icd-like protein","1","1","1.0","NA","NA","","","","590","590","590.0","","","","","","","","","","BENMGJ_02770","","",""
"BENMGJ_02773","cloud","P2 family phage major capsid protein","1","1","1.0","NA","NA","","","","1004","1004","1004.0","","","","","","","","","","BENMGJ_02773","","",""
"BENMGJ_02774","cloud","hypothetical protein","1","1","1.0","NA","NA","","","","860","860","860.0","","","","","","","","","","BENMGJ_02774","","",""
"BENMGJ_02775","cloud","AlpA family transcriptional regulator","1","1","1.0","NA","NA","","","","227","227","227.0","","","","","","","","","","BENMGJ_02775","","",""
"BENMGJ_02886","cloud","hypothetical protein","1","1","1.0","NA","NA","","","","539","539","539.0","","","","","","","","","","BENMGJ_02886","","",""
"BENMGJ_02915","persistent","sn-glycerol-3-phosphate ABC transporter permease UgpA","13","13","1.0","NA","NA","","","","887","926","890.0","GEGEGB_04191","LNHIMF_03600","BEJGEH_03594","HFCAGB_03797","AJBGEP_03746","ODDLKH_04005","OEKLIE_03929","ALJMDI_02505","PAPNPA_01640","BENMGJ_02915","IKCLMC_02833","PKJKAM_03811","ONMMKP_03289"
"BENMGJ_03040","persistent","Arabinose operon regulatory protein","13","13","1.0","NA","NA","","","","812","854","823.77","GEGEGB_04062","LNHIMF_03720","BEJGEH_03720","HFCAGB_03925","AJBGEP_03873","ODDLKH_04131","OEKLIE_04056","ALJMDI_02381","PAPNPA_01761","BENMGJ_03040","IKCLMC_02706","PKJKAM_03684","ONMMKP_03162"
"BENMGJ_03446","cloud","S-adenosylmethionine tRNA ribosyltransferase","1","1","1.0","NA","NA","","","","209","209","209.0","","","","","","","","","","BENMGJ_03446","","",""
"BENMGJ_03567","cloud","Zinc-regulated secreted antivirulence protein C-terminal domain-containing protein","1","1","1.0","NA","NA","","","","836","836","836.0","","","","","","","","","","BENMGJ_03567","","",""
"BENMGJ_03766","shell","hypothetical protein","10","10","1.0","NA","NA","","","","110","122","120.8","","LNHIMF_01936","","HFCAGB_01411","AJBGEP_01959","ODDLKH_02355","OEKLIE_01390","ALJMDI_00220","","BENMGJ_03766","IKCLMC_04292","PKJKAM_04305","ONMMKP_00172"
"BENMGJ_03870","cloud","Type VI secretion amidase effector 2 protein","2","2","1.0","NA","NA","","","","401","401","401.0","GEGEGB_02724","","","","","","","","","BENMGJ_03870","","",""
"BENMGJ_03871","cloud","Cytoplasmic protein","2","2","1.0","NA","NA","","","","425","425","425.0","GEGEGB_02723","","","","","","","","","BENMGJ_03871","","",""
"BENMGJ_03886","shell","type VI secretion system effector tlde1%2C L%2CD-transpeptidase","9","9","1.0","NA","NA","","","","437","521","509.33","GEGEGB_02710","","","HFCAGB_00301","AJBGEP_00303","ODDLKH_00777","OEKLIE_01799","","PAPNPA_01856","BENMGJ_03886","IKCLMC_02043","PKJKAM_03464",""
"BENMGJ_03890","cloud","SMI1/KNR4 family protein","2","2","1.0","NA","NA","","","","434","434","434.0","","","","","","","","","PAPNPA_01860","BENMGJ_03890","","",""
"BENMGJ_03891","shell","Type I addiction module toxin%2C SymE family","7","7","1.0","NA","NA","","","","263","302","277.14","","","","","AJBGEP_00312","ODDLKH_00783","OEKLIE_01808","","PAPNPA_01861","BENMGJ_03891","IKCLMC_02057","PKJKAM_03452",""
"BENMGJ_03893","cloud","Cytoplasmic protein","1","1","1.0","NA","NA","","","","209","209","209.0","","","","","","","","","","BENMGJ_03893","","",""
"BENMGJ_03894","cloud","Immunity protein 42","1","1","1.0","NA","NA","","","","467","467","467.0","","","","","","","","","","BENMGJ_03894","","",""
"BENMGJ_03895","cloud","Helix-turn-helix domain-containing protein","1","1","1.0","NA","NA","","","","173","173","173.0","","","","","","","","","","BENMGJ_03895","","",""
"BENMGJ_03898","cloud","fimbrial protein TcfB","4","4","1.0","NA","NA","","","","518","575","546.5","GEGEGB_02688","LNHIMF_00326","","","","","","","","BENMGJ_03898","","","ONMMKP_01861"
"BENMGJ_03900","cloud","fimbrial protein TcfD","2","2","1.0","NA","NA","","","","1052","1079","1065.5","GEGEGB_02686","","","","","","","","","BENMGJ_03900","","",""
"BENMGJ_03922","cloud","Integrase","1","1","1.0","NA","NA","","","","1163","1163","1163.0","","","","","","","","","","BENMGJ_03922","","",""
"BENMGJ_03923","cloud","Eac protein","1","1","1.0","NA","NA","","","","635","635","635.0","","","","","","","","","","BENMGJ_03923","","",""
"BENMGJ_03924","cloud","Eag protein","1","1","1.0","NA","NA","","","","179","179","179.0","","","","","","","","","","BENMGJ_03924","","",""
"BENMGJ_03925","cloud","DUF550 domain-containing protein","1","1","1.0","NA","NA","","","","686","686","686.0","","","","","","","","","","BENMGJ_03925","","",""
"BENMGJ_03926","cloud","Phage protein","1","1","1.0","NA","NA","","","","263","263","263.0","","","","","","","","","","BENMGJ_03926","","",""
"BENMGJ_03927","cloud","EA22-like protein","1","1","1.0","NA","NA","","","","485","485","485.0","","","","","","","","","","BENMGJ_03927","","",""
"BENMGJ_03928","cloud","HNH endonuclease","1","1","1.0","NA","NA","","","","626","626","626.0","","","","","","","","","","BENMGJ_03928","","",""
"BENMGJ_03929","cloud","Abc2","1","1","1.0","NA","NA","","","","296","296","296.0","","","","","","","","","","BENMGJ_03929","","",""
"BENMGJ_03931","cloud","Essential recombination function protein","1","1","1.0","NA","NA","","","","617","617","617.0","","","","","","","","","","BENMGJ_03931","","",""
"BENMGJ_03933","cloud","Protein kil","1","1","1.0","NA","NA","","","","188","188","188.0","","","","","","","","","","BENMGJ_03933","","",""
"BENMGJ_03934","cloud","Regulatory protein C3","1","1","1.0","NA","NA","","","","158","158","158.0","","","","","","","","","","BENMGJ_03934","","",""
"BENMGJ_03935","cloud","Superinfection exclusion protein","1","1","1.0","NA","NA","","","","311","311","311.0","","","","","","","","","","BENMGJ_03935","","",""
"BENMGJ_03936","cloud","Uncharacterized protein in ral-gp17 intergenic region","1","1","1.0","NA","NA","","","","236","236","236.0","","","","","","","","","","BENMGJ_03936","","",""
"BENMGJ_03938","cloud","Ral(Restriction alleviation66)","1","1","1.0","NA","NA","","","","86","86","86.0","","","","","","","","","","BENMGJ_03938","","",""
"BENMGJ_03939","cloud","Superinfection exclusion protein B","2","2","1.0","NA","NA","","","","578","587","582.5","","","","","","","","","","BENMGJ_03939","IKCLMC_02337","",""
"BENMGJ_03941","cloud","Repressor protein C2","1","1","1.0","NA","NA","","","","359","359","359.0","","","","","","","","","","BENMGJ_03941","","",""
"BENMGJ_03942","cloud","Regulatory protein cro","1","1","1.0","NA","NA","","","","185","185","185.0","","","","","","","","","","BENMGJ_03942","","",""
"BENMGJ_03949","cloud","Putative protein ninX","1","1","1.0","NA","NA","","","","332","332","332.0","","","","","","","","","","BENMGJ_03949","","",""
"BENMGJ_03950","cloud","Protein ninF","4","4","1.0","NA","NA","","","","176","176","176.0","","","","","","","","","","BENMGJ_03950","IKCLMC_02351","PKJKAM_03154","ONMMKP_00771"
"BENMGJ_03952","shell","Putative protein ninY","4","4","1.0","NA","NA","","","","224","224","224.0","","","","","","","","","","BENMGJ_03952","IKCLMC_02353","PKJKAM_03152","ONMMKP_00769"
"BENMGJ_03955","cloud","Antitermination protein Q","2","2","1.0","NA","NA","","","","623","623","623.0","","LNHIMF_00594","","","","","","","","BENMGJ_03955","","",""
"BENMGJ_03963","cloud","Terminase%2C small subunit","2","2","1.0","NA","NA","","","","488","488","488.0","","","","HFCAGB_00625","","","","","","BENMGJ_03963","","",""
"BENMGJ_03964","cloud","Terminase%2C large subunit","2","2","1.0","NA","NA","","","","1499","1499","1499.0","","","","HFCAGB_00626","","","","","","BENMGJ_03964","","",""
"BENMGJ_03965","cloud","Portal protein","2","2","1.0","NA","NA","","","","2177","2177","2177.0","","","","HFCAGB_00627","","","","","","BENMGJ_03965","","",""
"BENMGJ_03966","cloud","Scaffolding protein","2","2","1.0","NA","NA","","","","911","911","911.0","","","","HFCAGB_00628","","","","","","BENMGJ_03966","","",""
"BENMGJ_03967","cloud","Major capsid protein","2","2","1.0","NA","NA","","","","1292","1292","1292.0","","","","HFCAGB_00629","","","","","","BENMGJ_03967","","",""
"BENMGJ_03968","cloud","Uncharacterized protein in gp5-gp4 intergenic region","1","1","1.0","NA","NA","","","","209","209","209.0","","","","","","","","","","BENMGJ_03968","","",""
"BENMGJ_03969","cloud","DNA stabilization protein","2","2","1.0","NA","NA","","","","500","500","500.0","","","","HFCAGB_00631","","","","","","BENMGJ_03969","","",""
"BENMGJ_03971","cloud","Tail needle protein gp26","1","1","1.0","NA","NA","","","","701","701","701.0","","","","","","","","","","BENMGJ_03971","","",""
"BENMGJ_03974","cloud","Acyltransferase","1","1","1.0","NA","NA","","","","1295","1295","1295.0","","","","","","","","","","BENMGJ_03974","","",""
"BENMGJ_03975","cloud","Lytic transglycosylase domain-containing protein","1","1","1.0","NA","NA","","","","1997","1997","1997.0","","","","","","","","","","BENMGJ_03975","","",""
"BENMGJ_03976","cloud","Lipoprotein","1","1","1.0","NA","NA","","","","485","485","485.0","","","","","","","","","","BENMGJ_03976","","",""
"BENMGJ_03977","cloud","Regulatory protein mnt (Modular protein)","1","1","1.0","NA","NA","","","","254","254","254.0","","","","","","","","","","BENMGJ_03977","","",""
"BENMGJ_03978","cloud","Tail spike protein","2","2","1.0","NA","NA","","","","2003","2003","2003.0","","","","HFCAGB_00642","","","","","","BENMGJ_03978","","",""
"BENMGJ_03979","cloud","Uncharacterized protein in gtrB 5'region","2","2","1.0","NA","NA","","","","1457","1457","1457.0","","","","HFCAGB_00643","","","","","","BENMGJ_03979","","",""
"BENMGJ_04032","cloud","Autotransporter outer membrane beta-barrel domain-containing protein","2","2","1.0","NA","NA","","","","2945","2945","2945.0","","","","HFCAGB_00394","","","","","","BENMGJ_04032","","",""
"BENMGJ_04152","cloud","Acetyl esterase","1","1","1.0","NA","NA","","","","173","173","173.0","","","","","","","","","","BENMGJ_04152","","",""
"BENMGJ_04249","persistent","enterobactin synthase subunit EntD","13","13","1.0","NA","NA","","","","704","707","704.46","GEGEGB_02408","LNHIMF_00727","BEJGEH_00592","HFCAGB_00672","AJBGEP_00607","ODDLKH_01074","OEKLIE_04206","ALJMDI_00685","PAPNPA_02611","BENMGJ_04249","IKCLMC_02405","PKJKAM_03100","ONMMKP_01572"
"BENMGJ_04475","cloud","Integral membrane protein","2","2","1.0","NA","NA","","","","653","653","653.0","","","","","","ODDLKH_01301","","","","BENMGJ_04475","","",""
"BENMGJ_04497","cloud","hypothetical protein","2","2","1.0","NA","NA","","","","179","179","179.0","","","","","","","","","PAPNPA_03319","BENMGJ_04497","","",""
"IKCLMC_00001","cloud","hypothetical protein","1","1","1.0","NA","NA","","","","464","464","464.0","","","","","","","","","","","IKCLMC_00001","",""
"IKCLMC_00005","cloud","hypothetical protein","1","1","1.0","NA","NA","","","","254","254","254.0","","","","","","","","","","","IKCLMC_00005","",""
"IKCLMC_00010","cloud","hypothetical protein","1","3","3.0","NA","NA","","","","155","155","155.0","","","","","","","","","","","IKCLMC_03330" "IKCLMC_00010" "IKCLMC_00013","",""
"IKCLMC_00014","cloud","hypothetical protein","1","1","1.0","NA","NA","","","","683","683","683.0","","","","","","","","","","","IKCLMC_00014","",""
"IKCLMC_00084","cloud","hypothetical protein","1","3","3.0","NA","NA","","","","335","335","335.0","","","","","","","","","","","IKCLMC_00084" "IKCLMC_00313" "IKCLMC_00226","",""
"IKCLMC_00157","cloud","Recombinase family protein","1","1","1.0","NA","NA","","","","569","569","569.0","","","","","","","","","","","IKCLMC_00157","",""
"IKCLMC_00158","cloud","LydA","1","1","1.0","NA","NA","","","","251","251","251.0","","","","","","","","","","","IKCLMC_00158","",""
"IKCLMC_00159","cloud","Lysis protein","1","1","1.0","NA","NA","","","","443","443","443.0","","","","","","","","","","","IKCLMC_00159","",""
"IKCLMC_00160","cloud","OdaE","1","1","1.0","NA","NA","","","","605","605","605.0","","","","","","","","","","","IKCLMC_00160","",""
"IKCLMC_00161","cloud","DarA","1","1","1.0","NA","NA","","","","1931","1931","1931.0","","","","","","","","","","","IKCLMC_00161","",""
"IKCLMC_00162","cloud","DdrA","1","1","1.0","NA","NA","","","","359","359","359.0","","","","","","","","","","","IKCLMC_00162","",""
"IKCLMC_00163","cloud","DdrB-like domain-containing protein","1","1","1.0","NA","NA","","","","2996","2996","2996.0","","","","","","","","","","","IKCLMC_00163","",""
"IKCLMC_00164","cloud","hypothetical protein","1","1","1.0","NA","NA","","","","293","293","293.0","","","","","","","","","","","IKCLMC_00164","",""
"IKCLMC_00165","cloud","Single-stranded DNA-binding protein","1","1","1.0","NA","NA","","","","536","536","536.0","","","","","","","","","","","IKCLMC_00165","",""
"IKCLMC_00166","cloud","Lysozyme","1","1","1.0","NA","NA","","","","554","554","554.0","","","","","","","","","","","IKCLMC_00166","",""
"IKCLMC_00167","cloud","Holin","1","1","1.0","NA","NA","","","","254","254","254.0","","","","","","","","","","","IKCLMC_00167","",""
"IKCLMC_00168","cloud","ProQ/FinO domain-containing protein","1","1","1.0","NA","NA","","","","530","530","530.0","","","","","","","","","","","IKCLMC_00168","",""
"IKCLMC_00169","cloud","ArsR family transcriptional regulator","1","1","1.0","NA","NA","","","","1007","1007","1007.0","","","","","","","","","","","IKCLMC_00169","",""
"IKCLMC_00170","cloud","Head processing protein","1","1","1.0","NA","NA","","","","1016","1016","1016.0","","","","","","","","","","","IKCLMC_00170","",""
"IKCLMC_00171","cloud","Phage portal protein","1","1","1.0","NA","NA","","","","1670","1670","1670.0","","","","","","","","","","","IKCLMC_00171","",""
"IKCLMC_00172","cloud","N-6 DNA methylase","1","1","1.0","NA","NA","","","","2216","2216","2216.0","","","","","","","","","","","IKCLMC_00172","",""
"IKCLMC_00173","cloud","helicase-related protein","1","1","1.0","NA","NA","","","","4601","4601","4601.0","","","","","","","","","","","IKCLMC_00173","",""
"IKCLMC_00174","cloud","Peptide-binding protein","1","1","1.0","NA","NA","","","","440","440","440.0","","","","","","","","","","","IKCLMC_00174","",""
"IKCLMC_00175","cloud","hypothetical protein","1","1","1.0","NA","NA","","","","152","152","152.0","","","","","","","","","","","IKCLMC_00175","",""
"IKCLMC_00176","cloud","hypothetical protein","1","1","1.0","NA","NA","","","","161","161","161.0","","","","","","","","","","","IKCLMC_00176","",""
"IKCLMC_00177","cloud","Morphogenetic protein","1","1","1.0","NA","NA","","","","245","245","245.0","","","","","","","","","","","IKCLMC_00177","",""
"IKCLMC_00178","cloud","VRR-NUC domain-containing protein","1","1","1.0","NA","NA","","","","527","527","527.0","","","","","","","","","","","IKCLMC_00178","",""
"IKCLMC_00179","cloud","Cytoplasmic protein","1","1","1.0","NA","NA","","","","155","155","155.0","","","","","","","","","","","IKCLMC_00179","",""
"IKCLMC_00180","cloud","Norphogenetic protein","1","1","1.0","NA","NA","","","","611","611","611.0","","","","","","","","","","","IKCLMC_00180","",""
"IKCLMC_00181","cloud","Norphogenetic protein","1","1","1.0","NA","NA","","","","560","560","560.0","","","","","","","","","","","IKCLMC_00181","",""
"IKCLMC_00182","cloud","Serine/threonine protein phosphatase","1","1","1.0","NA","NA","","","","659","659","659.0","","","","","","","","","","","IKCLMC_00182","",""
"IKCLMC_00183","cloud","Phosphohydrolase","1","1","1.0","NA","NA","","","","713","713","713.0","","","","","","","","","","","IKCLMC_00183","",""
"IKCLMC_00184","cloud","PmgR","1","1","1.0","NA","NA","","","","218","218","218.0","","","","","","","","","","","IKCLMC_00184","",""
"IKCLMC_00185","cloud","Morphogenetic protein","1","1","1.0","NA","NA","","","","1262","1262","1262.0","","","","","","","","","","","IKCLMC_00185","",""
"IKCLMC_00186","cloud","hypothetical protein","1","1","1.0","NA","NA","","","","140","140","140.0","","","","","","","","","","","IKCLMC_00186","",""
"IKCLMC_00187","cloud","hypothetical protein","1","1","1.0","NA","NA","","","","272","272","272.0","","","","","","","","","","","IKCLMC_00187","",""
"IKCLMC_00195","cloud","Protein ninG","2","2","1.0","NA","NA","","","","641","641","641.0","","","","","","","","ALJMDI_01320","","","IKCLMC_00195","",""
"IKCLMC_00202","cloud","Lysis protein","1","1","1.0","NA","NA","","","","215","215","215.0","","","","","","","","","","","IKCLMC_00202","",""
"IKCLMC_00203","cloud","Lysozyme","2","2","1.0","NA","NA","","","","488","488","488.0","","","","","","","OEKLIE_01490","","","","IKCLMC_00203","",""
"IKCLMC_00216","cloud","hypothetical protein","1","1","1.0","NA","NA","","","","767","767","767.0","","","","","","","","","","","IKCLMC_00216","",""
"IKCLMC_00257","cloud","hypothetical protein","1","1","1.0","NA","NA","","","","302","302","302.0","","","","","","","","","","","IKCLMC_00257","",""
"IKCLMC_00258","cloud","hypothetical protein","1","1","1.0","NA","NA","","","","218","218","218.0","","","","","","","","","","","IKCLMC_00258","",""
"IKCLMC_00262","cloud","Prophage protein","2","2","1.0","NA","NA","","","","662","662","662.0","","","","","AJBGEP_02825","","","","","","IKCLMC_00262","",""
"IKCLMC_00263","cloud","Prophage protein","2","2","1.0","NA","NA","","","","386","386","386.0","","","","","AJBGEP_02824","","","","","","IKCLMC_00263","",""
"IKCLMC_00264","cloud","AAA family ATPase","2","2","1.0","NA","NA","","","","839","839","839.0","","","","","AJBGEP_02823","","","","","","IKCLMC_00264","",""
"IKCLMC_00265","cloud","Transcriptional regulator","2","2","1.0","NA","NA","","","","395","395","395.0","","","","","AJBGEP_02822","","","","","","IKCLMC_00265","",""
"IKCLMC_00266","cloud","Rha family transcriptional regulator","2","2","1.0","NA","NA","","","","242","242","242.0","","","","","AJBGEP_02821","","","","","","IKCLMC_00266","",""
"IKCLMC_00268","cloud","Replication protein","2","2","1.0","NA","NA","","","","884","884","884.0","","","","","AJBGEP_02819","","","","","","IKCLMC_00268","",""
"IKCLMC_00270","cloud","DUF550 domain-containing protein","2","2","1.0","NA","NA","","","","698","698","698.0","","","","","AJBGEP_02817","","","","","","IKCLMC_00270","",""
"IKCLMC_00271","cloud","Prophage protein","3","3","1.0","NA","NA","","","","632","644","636.0","","","","","AJBGEP_02816","","","","","BENMGJ_01241","IKCLMC_00271","",""
"IKCLMC_00314","cloud","hypothetical protein","1","1","1.0","NA","NA","","","","251","251","251.0","","","","","","","","","","","IKCLMC_00314","",""
"IKCLMC_00315","cloud","hypothetical protein","1","1","1.0","NA","NA","","","","329","329","329.0","","","","","","","","","","","IKCLMC_00315","",""
"IKCLMC_00316","cloud","DUF968 domain-containing protein","1","1","1.0","NA","NA","","","","1034","1034","1034.0","","","","","","","","","","","IKCLMC_00316","",""
"IKCLMC_00317","cloud","Late promoter-activating protein","1","1","1.0","NA","NA","","","","419","419","419.0","","","","","","","","","","","IKCLMC_00317","",""
"IKCLMC_00318","cloud","Terminase","1","1","1.0","NA","NA","","","","1187","1187","1187.0","","","","","","","","","","","IKCLMC_00318","",""
"IKCLMC_00319","cloud","Terminase","1","1","1.0","NA","NA","","","","1484","1484","1484.0","","","","","","","","","","","IKCLMC_00319","",""
"IKCLMC_00320","cloud","phage repressor protein C1","1","1","1.0","NA","NA","","","","851","851","851.0","","","","","","","","","","","IKCLMC_00320","",""
"IKCLMC_00321","cloud","hypothetical protein","1","1","1.0","NA","NA","","","","299","299","299.0","","","","","","","","","","","IKCLMC_00321","",""
"IKCLMC_00323","cloud","hypothetical protein","1","1","1.0","NA","NA","","","","206","206","206.0","","","","","","","","","","","IKCLMC_00323","",""
"IKCLMC_00324","cloud","hypothetical protein","1","1","1.0","NA","NA","","","","1070","1070","1070.0","","","","","","","","","","","IKCLMC_00324","",""
"IKCLMC_00325","cloud","Creatininase","1","1","1.0","NA","NA","","","","215","215","215.0","","","","","","","","","","","IKCLMC_00325","",""
"IKCLMC_00326","cloud","Tyrosine-type recombinase/integrase","1","1","1.0","NA","NA","","","","1028","1028","1028.0","","","","","","","","","","","IKCLMC_00326","",""
"IKCLMC_00327","cloud","Lysogeny establishment protein","1","1","1.0","NA","NA","","","","362","362","362.0","","","","","","","","","","","IKCLMC_00327","",""
"IKCLMC_00328","cloud","hypothetical protein","1","1","1.0","NA","NA","","","","158","158","158.0","","","","","","","","","","","IKCLMC_00328","",""
"IKCLMC_00329","cloud","Phage protein","1","1","1.0","NA","NA","","","","620","620","620.0","","","","","","","","","","","IKCLMC_00329","",""
"IKCLMC_00330","cloud","DUF2591 domain-containing protein","1","1","1.0","NA","NA","","","","443","443","443.0","","","","","","","","","","","IKCLMC_00330","",""
"IKCLMC_00331","cloud","hypothetical protein","1","1","1.0","NA","NA","","","","311","311","311.0","","","","","","","","","","","IKCLMC_00331","",""
"IKCLMC_00332","cloud","Recombinase","1","1","1.0","NA","NA","","","","551","551","551.0","","","","","","","","","","","IKCLMC_00332","",""
"IKCLMC_00333","cloud","MarR family transcriptional regulator","1","1","1.0","NA","NA","","","","239","239","239.0","","","","","","","","","","","IKCLMC_00333","",""
"IKCLMC_00334","cloud","DUF2829 domain-containing protein","1","1","1.0","NA","NA","","","","821","821","821.0","","","","","","","","","","","IKCLMC_00334","",""
"IKCLMC_00335","cloud","Adenylosuccinate synthase","1","1","1.0","NA","NA","","","","578","578","578.0","","","","","","","","","","","IKCLMC_00335","",""
"IKCLMC_00336","cloud","HigA family addiction module antitoxin","1","1","1.0","NA","NA","","","","335","335","335.0","","","","","","","","","","","IKCLMC_00336","",""
"IKCLMC_00337","cloud","Maturation control protein","1","1","1.0","NA","NA","","","","641","641","641.0","","","","","","","","","","","IKCLMC_00337","",""
"IKCLMC_00338","cloud","Baseplate protein","1","1","1.0","NA","NA","","","","377","377","377.0","","","","","","","","","","","IKCLMC_00338","",""
"IKCLMC_00339","cloud","Phage tail protein","1","1","1.0","NA","NA","","","","1217","1217","1217.0","","","","","","","","","","","IKCLMC_00339","",""
"IKCLMC_00340","cloud","Phage tail protein","1","1","1.0","NA","NA","","","","740","740","740.0","","","","","","","","","","","IKCLMC_00340","",""
"IKCLMC_00341","cloud","Baseplate","1","1","1.0","NA","NA","","","","791","791","791.0","","","","","","","","","","","IKCLMC_00341","",""
"IKCLMC_00342","cloud","Phage tail tape measure protein","1","1","1.0","NA","NA","","","","1016","1016","1016.0","","","","","","","","","","","IKCLMC_00342","",""
"IKCLMC_00343","cloud","Baseplate protein","1","1","1.0","NA","NA","","","","608","608","608.0","","","","","","","","","","","IKCLMC_00343","",""
"IKCLMC_00344","cloud","Autotransporter outer membrane beta-barrel domain-containing protein","1","1","1.0","NA","NA","","","","2750","2750","2750.0","","","","","","","","","","","IKCLMC_00344","",""
"IKCLMC_00345","cloud","Integrase","1","1","1.0","NA","NA","","","","698","698","698.0","","","","","","","","","","","IKCLMC_00345","",""
"IKCLMC_00346","cloud","site-specific DNA-methyltransferase (adenine-specific)","1","1","1.0","NA","NA","","","","2459","2459","2459.0","","","","","","","","","","","IKCLMC_00346","",""
"IKCLMC_00347","cloud","recombination-associated protein RdgC","1","1","1.0","NA","NA","","","","908","908","908.0","","","","","","","","","","","IKCLMC_00347","",""
"IKCLMC_00348","cloud","nucleoside triphosphate pyrophosphohydrolase","1","1","1.0","NA","NA","","","","284","284","284.0","","","","","","","","","","","IKCLMC_00348","",""
"IKCLMC_00349","cloud","Alanine racemase","1","1","1.0","NA","NA","","","","284","284","284.0","","","","","","","","","","","IKCLMC_00349","",""
"IKCLMC_00350","cloud","hypothetical protein","1","1","1.0","NA","NA","","","","782","782","782.0","","","","","","","","","","","IKCLMC_00350","",""
"IKCLMC_00351","cloud","PpfA","1","1","1.0","NA","NA","","","","422","422","422.0","","","","","","","","","","","IKCLMC_00351","",""
"IKCLMC_00352","cloud","lipoprotein","1","1","1.0","NA","NA","","","","140","140","140.0","","","","","","","","","","","IKCLMC_00352","",""
"IKCLMC_00353","cloud","Phage protein","1","1","1.0","NA","NA","","","","362","362","362.0","","","","","","","","","","","IKCLMC_00353","",""
"IKCLMC_00354","cloud","RepB family plasmid replication initiator protein","1","1","1.0","NA","NA","","","","887","887","887.0","","","","","","","","","","","IKCLMC_00354","",""
"IKCLMC_00355","cloud","Partitioning protein A","1","1","1.0","NA","NA","","","","1205","1205","1205.0","","","","","","","","","","","IKCLMC_00355","",""
"IKCLMC_00356","cloud","Plasmid partitioning protein ParB","1","1","1.0","NA","NA","","","","965","965","965.0","","","","","","","","","","","IKCLMC_00356","",""
"IKCLMC_00357","cloud","Major capsid protein","1","1","1.0","NA","NA","","","","1703","1703","1703.0","","","","","","","","","","","IKCLMC_00357","",""
"IKCLMC_00358","cloud","Phage tail protein","1","1","1.0","NA","NA","","","","1598","1598","1598.0","","","","","","","","","","","IKCLMC_00358","",""
"IKCLMC_00359","cloud","Tail tube protein","1","1","1.0","NA","NA","","","","818","818","818.0","","","","","","","","","","","IKCLMC_00359","",""
"IKCLMC_00360","cloud","Morphogenetic protein","1","1","1.0","NA","NA","","","","350","350","350.0","","","","","","","","","","","IKCLMC_00360","",""
"IKCLMC_00361","cloud","Baseplate protein","1","1","1.0","NA","NA","","","","509","509","509.0","","","","","","","","","","","IKCLMC_00361","",""
"IKCLMC_00362","cloud","hypothetical protein","1","1","1.0","NA","NA","","","","230","230","230.0","","","","","","","","","","","IKCLMC_00362","",""
"IKCLMC_00363","cloud","DNA-binding protein","1","1","1.0","NA","NA","","","","335","335","335.0","","","","","","","","","","","IKCLMC_00363","",""
"IKCLMC_00364","cloud","Addiction module killer protein","1","1","1.0","NA","NA","","","","353","353","353.0","","","","","","","","","","","IKCLMC_00364","",""
"IKCLMC_00365","cloud","Phage antirepressor Ant","1","1","1.0","NA","NA","","","","1004","1004","1004.0","","","","","","","","","","","IKCLMC_00365","",""
"IKCLMC_00367","cloud","SimA domain protein","1","1","1.0","NA","NA","","","","740","740","740.0","","","","","","","","","","","IKCLMC_00367","",""
"IKCLMC_00368","cloud","CP4-57 prophage protein","1","1","1.0","NA","NA","","","","473","473","473.0","","","","","","","","","","","IKCLMC_00368","",""
"IKCLMC_00369","cloud","Morphogenetic protein","1","1","1.0","NA","NA","","","","566","566","566.0","","","","","","","","","","","IKCLMC_00369","",""
"IKCLMC_00370","cloud","Phage tail protein","1","1","1.0","NA","NA","","","","602","602","602.0","","","","","","","","","","","IKCLMC_00370","",""
"IKCLMC_00371","cloud","Morphogenetic protein","1","1","1.0","NA","NA","","","","893","893","893.0","","","","","","","","","","","IKCLMC_00371","",""
