"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","GCF_000007545.1_ASM754v1_genomic","GCF_000020745.1_ASM2074v1_genomic","GCF_000020885.1_ASM2088v1_genomic","GCF_000020925.1_ASM2092v1_genomic","GCF_000022165.1_ASM2216v1_genomic","GCF_000170215.1_ASM17021v1_genomic","GCF_000170255.1_ASM17025v1_genomic","GCF_000171255.1_ASM17125v1_genomic","GCF_000171275.1_ASM17127v1_genomic","GCF_000171315.1_ASM17131v1_genomic","GCF_000171415.1_ASM17141v1_genomic","GCF_000171515.1_ASM17151v1_genomic","GCF_000171535.2_ASM17153v2_genomic"
"rimI","","Acetyltransferase","12","12","1","52","6353","1","172","","419","419","419","GEGEGB_01086","LNHIMF_01928","BEJGEH_01198","HFCAGB_01418","AJBGEP_01952","ODDLKH_02349","OEKLIE_01383","ALJMDI_00214","","BENMGJ_03759","IKCLMC_04301","PKJKAM_04313","ONMMKP_00178"
"aadA","","cryptic aminoglycoside nucleotidyltransferase ANT(3'')/ANT(9)","12","12","1","52","3355","29","4","","710","788","781","GEGEGB_01210","LNHIMF_01312","BEJGEH_01825","HFCAGB_02030","AJBGEP_01341","ODDLKH_01740","OEKLIE_02986","","PAPNPA_01160","BENMGJ_00847","IKCLMC_00985","PKJKAM_00482","ONMMKP_00870"
"group_347","Alkyl hydroperoxide reductase subunit F","Alkyl hydroperoxide reductase subunit F","12","12","1","52","2959","8","22","","308","1508","1408","GEGEGB_01548","LNHIMF_01601","BEJGEH_01538","","AJBGEP_01630","ODDLKH_02030","OEKLIE_02180","ALJMDI_03361","PAPNPA_03887","BENMGJ_03436","IKCLMC_04626","PKJKAM_04641","ONMMKP_00504"
"S-adenosylmethionine:tRNA-ribosyltransferase-isomerase","","S-adenosylmethionine:tRNA-ribosyltransferase-isomerase","12","12","1","52","2957","8","24","","1073","1079","1077","GEGEGB_01551","LNHIMF_01603","BEJGEH_01536","","AJBGEP_01632","ODDLKH_02032","OEKLIE_02182","ALJMDI_03363","PAPNPA_03889","BENMGJ_03438","IKCLMC_04624","PKJKAM_04639","ONMMKP_00502"
"group_37","Cytoplasmic protein","Cytoplasmic protein","12","12","1","52","2660","329","1","","131","131","131","GEGEGB_00649","LNHIMF_02397","BEJGEH_02285","HFCAGB_02522","AJBGEP_02431","ODDLKH_02766","OEKLIE_02434","ALJMDI_02008","","BENMGJ_02629","IKCLMC_01738","PKJKAM_03008","ONMMKP_04584"
"asnB","","asparagine synthase B","12","12","1","52","5185","1","179","","1394","1664","1641","GEGEGB_02315","LNHIMF_00820","BEJGEH_00693","HFCAGB_00775","AJBGEP_00705","ODDLKH_01174","","ALJMDI_00777","PAPNPA_03173","BENMGJ_04348","IKCLMC_00451","PKJKAM_00345","ONMMKP_01476"
"golT","","gold/copper-translocating P-type ATPase GolT","12","12","1","52","2150","360","3","","2288","2303","2290","","LNHIMF_00380","BEJGEH_00361","HFCAGB_00372","AJBGEP_00372","ODDLKH_00840","OEKLIE_02705","ALJMDI_04353","PAPNPA_01926","BENMGJ_04012","IKCLMC_02113","PKJKAM_03390","ONMMKP_01806"
"gsk","","inosine/guanosine kinase","12","12","1","52","2300","124","3","","1157","1349","1321","","LNHIMF_00516","BEJGEH_00503","HFCAGB_00516","AJBGEP_00511","ODDLKH_00979","OEKLIE_04110","ALJMDI_00615","PAPNPA_02514","BENMGJ_04153","IKCLMC_02254","PKJKAM_03250","ONMMKP_01666"
"rfbI","","Protein RfbI","12","12","1","52","1108","6","9","","974","992","980","GEGEGB_00828","LNHIMF_02240","BEJGEH_02114","HFCAGB_02357","AJBGEP_02257","ODDLKH_02591","OEKLIE_03722","ALJMDI_01842","PAPNPA_04214","BENMGJ_02455","IKCLMC_01908","PKJKAM_04061",""
"ligB","","NAD-dependent DNA ligase LigB","12","12","1","52","7616","157","2","","329","1685","1572","GEGEGB_03997","LNHIMF_03791","BEJGEH_03785","HFCAGB_03989","AJBGEP_03936","ODDLKH_04194","","ALJMDI_02319","PAPNPA_00986","BENMGJ_03103","IKCLMC_02643","PKJKAM_03621","ONMMKP_03097"
"alpha-amylase","","alpha-amylase","12","12","1","52","7525","149","1","","1187","2027","1957","GEGEGB_04076","","BEJGEH_03706","HFCAGB_03911","AJBGEP_03859","ODDLKH_04117","OEKLIE_04042","ALJMDI_02396","PAPNPA_01747","BENMGJ_03026","IKCLMC_02720","PKJKAM_03698","ONMMKP_03176"
"yheO","","Uncharacterized protein YheO","12","12","1","52","7295","3","2","","497","722","696","GEGEGB_04286","LNHIMF_03505","BEJGEH_03482","HFCAGB_03688","AJBGEP_03636","ODDLKH_03898","OEKLIE_00726","","PAPNPA_01532","BENMGJ_02806","IKCLMC_02940","PKJKAM_03910","ONMMKP_03386"
"Heme lyase CcmF/NrfE family subunit","","Heme lyase CcmF/NrfE family subunit","12","12","1","52","6954","260","1","","1736","2222","1979","GEGEGB_04423","LNHIMF_04367","BEJGEH_04343","HFCAGB_04519","AJBGEP_04492","ODDLKH_00140","OEKLIE_03434","ALJMDI_03727","PAPNPA_02801","BENMGJ_01457","IKCLMC_01088","","ONMMKP_02509"
"sadA","","trimeric autotransporter adhesin SadA","12","12","1","52","7554","161","2","","2672","4418","4124","GEGEGB_04049","","BEJGEH_03735","HFCAGB_03938","AJBGEP_03886","ODDLKH_04144","OEKLIE_00937","ALJMDI_02367","PAPNPA_01774","BENMGJ_03053","IKCLMC_02693","PKJKAM_03671","ONMMKP_03147"
"yjgN","","Inner membrane protein YjgN","12","12","1","52","92","159","2","","848","1187","1158","GEGEGB_04756","LNHIMF_04551","BEJGEH_04549","HFCAGB_04692","AJBGEP_04686","ODDLKH_00343","OEKLIE_03556","ALJMDI_03902","","BENMGJ_01135","IKCLMC_03356","PKJKAM_02230","ONMMKP_02317"
"sthE","","fimbrial major subunit SthE","12","12","1","52","617","62","3","","656","1085","1049","GEGEGB_04889","LNHIMF_04655","BEJGEH_04694","","AJBGEP_04809","ODDLKH_00468","OEKLIE_04578","ALJMDI_04016","PAPNPA_03483","BENMGJ_00736","IKCLMC_03217","PKJKAM_02114","ONMMKP_02189"
"group_522","Inner membrane protein","Inner membrane protein","12","12","1","52","4932","368","2","","242","560","493","","LNHIMF_00940","BEJGEH_00810","HFCAGB_00891","AJBGEP_00837","ODDLKH_01303","OEKLIE_02811","ALJMDI_01151","PAPNPA_03290","BENMGJ_04477","IKCLMC_01404","PKJKAM_01085","ONMMKP_01304"
"group_533","Inner membrane protein","Inner membrane protein","12","12","1","52","6983","417","1","","338","338","338","","LNHIMF_04338","BEJGEH_04315","HFCAGB_04491","AJBGEP_04464","ODDLKH_00112","OEKLIE_03406","ALJMDI_03699","PAPNPA_02773","BENMGJ_01429","IKCLMC_01060","PKJKAM_01266","ONMMKP_02537"
"Exported sulfatase","","Exported sulfatase","12","12","1","52","507","39","5","","224","1889","1722","GEGEGB_00089","LNHIMF_00087","BEJGEH_00088","","AJBGEP_00089","ODDLKH_00563","OEKLIE_04675","ALJMDI_04110","PAPNPA_03576","BENMGJ_01626","IKCLMC_03123","PKJKAM_02019","ONMMKP_02096"
"Arylsulfotransferase N-terminal domain-containing protein","","Arylsulfotransferase N-terminal domain-containing protein","12","12","1","52","555","9","13","","161","1715","1326","GEGEGB_00043","LNHIMF_00040","BEJGEH_00041","HFCAGB_00041","AJBGEP_00040","ODDLKH_00516","OEKLIE_04626","ALJMDI_04063","","BENMGJ_00687","IKCLMC_03169","PKJKAM_02065","ONMMKP_02142"
"group_568","fixX","ferredoxin-like protein FixX","12","12","1","52","513","168","1","","626","1286","1231","GEGEGB_00081","LNHIMF_00079","BEJGEH_00080","","AJBGEP_00081","ODDLKH_00555","OEKLIE_04667","ALJMDI_04102","PAPNPA_03569","BENMGJ_01634","IKCLMC_03131","PKJKAM_02026","ONMMKP_02104"
"hisL","","his operon leader peptide","12","12","1","52","6602","415","1","","50","50","50","","LNHIMF_02213","BEJGEH_02091","HFCAGB_02333","AJBGEP_02234","ODDLKH_02568","OEKLIE_03699","ALJMDI_01818","PAPNPA_04188","BENMGJ_02432","IKCLMC_01934","PKJKAM_04087","ONMMKP_04770"
"pssL","","Protein PssL","12","12","1","52","4502","240","1","","41","41","41","GEGEGB_00280","","BEJGEH_02639","HFCAGB_02884","AJBGEP_02851","ODDLKH_03113","OEKLIE_00485","ALJMDI_01524","PAPNPA_02220","BENMGJ_00187","IKCLMC_00106","PKJKAM_02658","ONMMKP_04235"
"group_59","DUF218 domain-containing protein","DUF218 domain-containing protein","12","12","1","52","491","50","3","","230","749","571","GEGEGB_00105","LNHIMF_00101","BEJGEH_00102","HFCAGB_00098","AJBGEP_00103","ODDLKH_00577","OEKLIE_04689","","PAPNPA_03590","BENMGJ_01612","IKCLMC_03108","PKJKAM_02004","ONMMKP_02082"
"eutM","","ethanolamine utilization microcompartment protein EutM","12","12","1","52","2434","422","1","","290","290","290","","LNHIMF_02602","BEJGEH_02493","HFCAGB_02739","AJBGEP_02640","ODDLKH_02975","OEKLIE_03108","ALJMDI_01695","PAPNPA_02062","BENMGJ_01713","IKCLMC_01316","PKJKAM_02802","ONMMKP_04377"
"pgtC","","phosphoglycerate transport regulator PgtC","12","12","1","52","2503","151","2","","500","1274","1209","","LNHIMF_02535","BEJGEH_02423","HFCAGB_02668","AJBGEP_02570","ODDLKH_02905","OEKLIE_02054","ALJMDI_02137","PAPNPA_04526","BENMGJ_02780","IKCLMC_01598","PKJKAM_02871","ONMMKP_04446"
"group_611","Permease","Permease","12","12","1","52","2647","114","1","","254","1325","1235","GEGEGB_00632","","BEJGEH_02298","HFCAGB_02535","AJBGEP_02444","ODDLKH_02779","OEKLIE_02447","ALJMDI_02021","PAPNPA_04401","BENMGJ_02642","IKCLMC_01725","PKJKAM_02995","ONMMKP_04571"
"cirA","","catecholate siderophore receptor CirA","12","12","1","52","1381","40","3","","1157","1991","1918","","LNHIMF_02348","BEJGEH_02234","HFCAGB_02469","AJBGEP_02366","ODDLKH_02701","OEKLIE_03832","ALJMDI_01961","PAPNPA_04337","BENMGJ_02565","IKCLMC_01791","PKJKAM_03931","ONMMKP_04639"
"preA","","NAD-dependent dihydropyrimidine dehydrogenase subunit PreA","12","12","1","52","1365","164","2","","1007","1235","1216","GEGEGB_00715","LNHIMF_02336","BEJGEH_02222","","AJBGEP_02354","ODDLKH_02689","OEKLIE_03820","ALJMDI_01949","PAPNPA_04325","BENMGJ_02553","IKCLMC_01803","PKJKAM_03943","ONMMKP_04651"
"rfbC","","dTDP-4-dehydrorhamnose 3,5-epimerase","12","12","1","52","1109","6","8","","548","548","548","GEGEGB_00827","LNHIMF_02241","BEJGEH_02115","HFCAGB_02358","AJBGEP_02258","ODDLKH_02592","OEKLIE_03723","ALJMDI_01843","PAPNPA_04215","BENMGJ_02456","IKCLMC_01907","PKJKAM_04060",""
"pgsA","","CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase","12","12","1","52","5827","78","2","","329","548","529","GEGEGB_01001","LNHIMF_02022","BEJGEH_01120","HFCAGB_01271","AJBGEP_02045","ODDLKH_02440","OEKLIE_01569","ALJMDI_00307","","BENMGJ_00415","IKCLMC_04205","PKJKAM_04217","ONMMKP_00083"
"group_680","HTH luxR-type domain-containing protein","HTH luxR-type domain-containing protein","12","12","1","52","3354","29","3","","593","593","593","GEGEGB_01211","LNHIMF_01313","BEJGEH_01824","HFCAGB_02029","AJBGEP_01342","ODDLKH_01741","OEKLIE_02985","","PAPNPA_01161","BENMGJ_00848","IKCLMC_00986","PKJKAM_00481","ONMMKP_00869"
"ydgI","","Putative arginine/ornithine antiporter","12","12","1","52","3086","27","2","","1214","1382","1368","GEGEGB_01423","LNHIMF_01530","BEJGEH_01609","HFCAGB_01804","AJBGEP_01557","ODDLKH_01957","","ALJMDI_03290","PAPNPA_03816","BENMGJ_03366","IKCLMC_04697","PKJKAM_00169","ONMMKP_00574"
"group_708","Major facilitator superfamily (MFS) profile domain-containing protein","Major facilitator superfamily (MFS) profile domain-containing protein","12","12","1","52","3002","56","3","","977","1379","1312","GEGEGB_01506","LNHIMF_01560","BEJGEH_01579","","AJBGEP_01587","ODDLKH_01987","OEKLIE_00840","ALJMDI_03320","PAPNPA_03846","BENMGJ_03396","IKCLMC_04666","PKJKAM_04683","ONMMKP_00544"
"sopA","","type III secretion system effector SopA, HECT-like E3 ubiquitin ligase","12","12","1","52","6609","1","1606","","959","2348","2071","GEGEGB_00859","","BEJGEH_02084","HFCAGB_02326","AJBGEP_02227","ODDLKH_02561","OEKLIE_03692","ALJMDI_01811","PAPNPA_04181","BENMGJ_02425","IKCLMC_01941","PKJKAM_04094","ONMMKP_04777"
"pdeR","","cyclic di-GMP phosphodiesterase","12","12","1","52","6183","169","1","","1763","1982","1963","GEGEGB_01707","LNHIMF_01770","BEJGEH_01366","HFCAGB_01578","AJBGEP_01793","ODDLKH_02191","OEKLIE_01458","ALJMDI_03530","","BENMGJ_03601","IKCLMC_04467","PKJKAM_04478","ONMMKP_00337"
"yciT","","DNA-binding transcriptional regulator YciT","12","12","1","52","6185","129","2","","509","722","704","GEGEGB_01709","LNHIMF_01772","BEJGEH_01364","HFCAGB_01576","AJBGEP_01795","ODDLKH_02193","OEKLIE_01460","ALJMDI_03532","PAPNPA_04063","BENMGJ_03603","IKCLMC_04465","","ONMMKP_00335"
"mfd","","transcription-repair coupling factor","12","12","1","52","6468","175","1","","2171","3446","3339","","LNHIMF_01258","BEJGEH_01878","HFCAGB_02082","AJBGEP_01217","ODDLKH_01623","OEKLIE_03039","ALJMDI_00500","PAPNPA_01108","BENMGJ_00793","IKCLMC_00862","PKJKAM_00533","ONMMKP_00921"
"acrB","","efflux RND transporter permease AcrB","12","12","1","52","2280","136","1","","2099","3149","3061","GEGEGB_02515","LNHIMF_00500","BEJGEH_00484","HFCAGB_00500","AJBGEP_00495","ODDLKH_00963","OEKLIE_04093","ALJMDI_00599","PAPNPA_02498","","IKCLMC_02238","PKJKAM_03266","ONMMKP_01682"
"group_821","Solute-binding protein family 5 domain-containing protein","Solute-binding protein family 5 domain-containing protein","12","12","1","52","2261","135","2","","923","1700","1635","","LNHIMF_00481","BEJGEH_00465","HFCAGB_00482","AJBGEP_00477","ODDLKH_00945","OEKLIE_04075","ALJMDI_00580","PAPNPA_02479","BENMGJ_04117","IKCLMC_02219","PKJKAM_03285","ONMMKP_01700"
"group_848","Cytoplasmic protein","Cytoplasmic protein","12","12","1","52","4472","322","1","","557","605","601","GEGEGB_02775","LNHIMF_02770","BEJGEH_02701","HFCAGB_02913","AJBGEP_02880","ODDLKH_03142","OEKLIE_02510","","PAPNPA_00287","BENMGJ_00545","IKCLMC_04129","PKJKAM_02628","ONMMKP_04206"
"speC","","Constitutive ornithine decarboxylase","12","12","1","52","3967","105","3","","815","2135","2025","GEGEGB_03188","LNHIMF_03159","BEJGEH_03128","HFCAGB_03341","AJBGEP_03289","ODDLKH_03548","OEKLIE_04483","ALJMDI_02883","","BENMGJ_01832","IKCLMC_03743","PKJKAM_00041","ONMMKP_03742"
"tdcC","","threonine/serine transporter TdcC","12","12","1","52","3801","146","2","","785","1331","1285","GEGEGB_03333","LNHIMF_03298","BEJGEH_03272","HFCAGB_03476","AJBGEP_03424","ODDLKH_03682","OEKLIE_04349","ALJMDI_03021","","BENMGJ_01966","IKCLMC_03608","PKJKAM_01786","ONMMKP_03591"
"TIGR02117 family protein","","TIGR02117 family protein","12","12","1","52","8055","57","3","","377","662","638","GEGEGB_03716","LNHIMF_04151","BEJGEH_04161","HFCAGB_04350","AJBGEP_04309","ODDLKH_04557","OEKLIE_03301","ALJMDI_01010","PAPNPA_01351","BENMGJ_00948","IKCLMC_00743","PKJKAM_01386",""
"group_948","Cytoplasmic protein","Cytoplasmic protein","12","12","1","52","7681","108","1","","266","359","351","GEGEGB_03953","LNHIMF_03827","BEJGEH_03831","HFCAGB_04034","AJBGEP_03976","","OEKLIE_02625","ALJMDI_02276","PAPNPA_01023","BENMGJ_03143","IKCLMC_02607","PKJKAM_03585","ONMMKP_03062"
"group_949","manZ","PTS system mannose/fructose/sorbose family transporter subunit IID","12","12","1","52","7671","166","1","","587","857","834","GEGEGB_03961","LNHIMF_03818","BEJGEH_03823","","AJBGEP_03968","ODDLKH_04226","OEKLIE_02617","ALJMDI_02284","PAPNPA_01015","BENMGJ_03135","IKCLMC_02616","PKJKAM_03594","ONMMKP_03070"
"radC","","DNA repair protein RadC","12","12","1","52","7596","71","2","","353","665","639","GEGEGB_04008","LNHIMF_03771","BEJGEH_03775","HFCAGB_03979","AJBGEP_03926","ODDLKH_04184","OEKLIE_00977","ALJMDI_02329","","BENMGJ_03093","IKCLMC_02653","PKJKAM_03631","ONMMKP_03107"
"rfaL","","O-antigen ligase RfaL","12","12","1","52","7576","242","1","","1214","1214","1214","GEGEGB_04024","LNHIMF_03755","BEJGEH_03759","HFCAGB_03962","AJBGEP_03910","ODDLKH_04168","OEKLIE_00961","ALJMDI_02345","PAPNPA_01798","BENMGJ_03077","IKCLMC_02669","PKJKAM_03647",""
"xylB","","xylulokinase","12","12","1","52","7521","132","1","","893","1454","1407","","LNHIMF_03701","BEJGEH_03702","HFCAGB_03907","AJBGEP_03855","ODDLKH_04113","OEKLIE_04038","ALJMDI_02400","PAPNPA_01743","BENMGJ_03022","IKCLMC_02724","PKJKAM_03702","ONMMKP_03180"
"rbbA","","ribosome-associated ATPase/putative transporter RbbA","12","12","1","52","7443","120","2","","2201","2741","2696","GEGEGB_04161","LNHIMF_03628","BEJGEH_03622","HFCAGB_03827","AJBGEP_03775","ODDLKH_04034","OEKLIE_03958","ALJMDI_02477","","BENMGJ_02943","IKCLMC_02804","PKJKAM_03782","ONMMKP_03260"
"creD","","cell envelope integrity protein CreD","11","11","1","52","618","62","4","","1142","1349","1330","","LNHIMF_04654","BEJGEH_04693","HFCAGB_04827","AJBGEP_04808","ODDLKH_00467","OEKLIE_04577","ALJMDI_04015","PAPNPA_03482","","IKCLMC_03218","PKJKAM_02115","ONMMKP_02190"
"avrA","","type III secretion system YopJ family effector AvrA","11","11","1","52","4268","378","1","","563","866","807","","LNHIMF_02904","BEJGEH_02856","HFCAGB_03074","AJBGEP_03030","ODDLKH_03290","OEKLIE_01121","ALJMDI_02640","PAPNPA_02963","BENMGJ_02093","IKCLMC_04002","PKJKAM_02515",""
"group_1051","ridA","RidA family protein","11","11","1","52","2956","8","25","","188","389","363","","LNHIMF_01604","BEJGEH_01535","","AJBGEP_01633","ODDLKH_02033","OEKLIE_02183","ALJMDI_03364","PAPNPA_03890","BENMGJ_03439","IKCLMC_04623","PKJKAM_04638","ONMMKP_00501"
"Type I secretion system permease/ATPase","","Type I secretion system permease/ATPase","11","11","1","52","4462","1","1124","","530","2180","2027","GEGEGB_02786","LNHIMF_02781","","HFCAGB_02924","AJBGEP_02891","ODDLKH_03153","OEKLIE_02521","ALJMDI_01484","","BENMGJ_00556","IKCLMC_04118","PKJKAM_02617","ONMMKP_04195"
"Sugar porter family MFS transporter","","Sugar porter family MFS transporter","11","11","1","52","8062","461","2","","998","998","998","","","BEJGEH_04168","HFCAGB_04357","AJBGEP_04316","ODDLKH_04564","OEKLIE_03308","ALJMDI_01017","PAPNPA_01359","BENMGJ_00941","IKCLMC_00750","PKJKAM_01379","ONMMKP_02679"
"rihC","","ribonucleoside hydrolase RihC","11","11","1","52","541","176","1","","920","920","920","GEGEGB_00056","","BEJGEH_00054","HFCAGB_00055","AJBGEP_00053","ODDLKH_00529","OEKLIE_04639","","PAPNPA_03543","BENMGJ_01659","IKCLMC_03156","PKJKAM_02052","ONMMKP_02129"
"group_1309","Inner membrane protein","Inner membrane protein","11","11","1","52","6363","1","197","","614","614","614","GEGEGB_01080","LNHIMF_01935","","HFCAGB_01412","AJBGEP_01958","ODDLKH_02354","OEKLIE_01389","ALJMDI_00219","","BENMGJ_03765","IKCLMC_04293","PKJKAM_04306","ONMMKP_00173"
"DUF3021 domain-containing protein","","DUF3021 domain-containing protein","11","11","1","52","7890","45","4","","380","389","388","GEGEGB_03537","","BEJGEH_03997","HFCAGB_04190","AJBGEP_04149","ODDLKH_04397","OEKLIE_01310","","PAPNPA_00523","BENMGJ_00574","IKCLMC_00497","PKJKAM_01542","ONMMKP_02844"
"Histidine kinase","","Histidine kinase","11","11","1","52","3352","29","1","","248","248","248","GEGEGB_01213","LNHIMF_01315","BEJGEH_01822","HFCAGB_02027","AJBGEP_01344","ODDLKH_01743","OEKLIE_02983","","PAPNPA_01163","BENMGJ_00850","","PKJKAM_00479","ONMMKP_00867"
"thiH","","2-iminoacetate synthase ThiH","11","11","1","52","8108","32","10","","1133","1133","1133","GEGEGB_03657","LNHIMF_04205","","HFCAGB_04416","AJBGEP_04371","ODDLKH_00017","OEKLIE_00374","ALJMDI_00082","PAPNPA_00105","BENMGJ_00165","IKCLMC_00244","PKJKAM_00218",""
"group_1407","Tetratricopeptide repeat protein","Tetratricopeptide repeat protein","11","11","1","52","6240","276","1","","1529","1529","1529","GEGEGB_01767","","BEJGEH_01307","HFCAGB_01518","AJBGEP_01852","ODDLKH_02250","OEKLIE_01855","","PAPNPA_00567","BENMGJ_03660","IKCLMC_04408","PKJKAM_04418","ONMMKP_00277"
"group_1422","Outer membrane protein","Outer membrane protein","11","11","1","52","5447","1","410","","692","692","692","GEGEGB_01892","LNHIMF_01165","","HFCAGB_01180","AJBGEP_01130","ODDLKH_01536","OEKLIE_00236","ALJMDI_00407","","BENMGJ_01355","IKCLMC_00628","PKJKAM_00614","ONMMKP_01008"
"gip","","hydroxypyruvate isomerase Gip","11","11","1","52","2334","7","15","","776","776","776","GEGEGB_02467","","BEJGEH_00532","HFCAGB_00546","AJBGEP_00541","ODDLKH_01009","OEKLIE_04140","","PAPNPA_02543","BENMGJ_04182","IKCLMC_02284","PKJKAM_03220","ONMMKP_01636"
"group_1511","Lysozyme inhibitor LprI-like N-terminal domain-containing protein","Lysozyme inhibitor LprI-like N-terminal domain-containing protein","11","11","1","52","2310","335","1","","827","836","827","GEGEGB_02490","","BEJGEH_00510","HFCAGB_00524","AJBGEP_00519","ODDLKH_00987","OEKLIE_04118","","PAPNPA_02521","BENMGJ_04160","IKCLMC_02262","PKJKAM_03242","ONMMKP_01658"
"tagK","","type VI secretion system-associated protein TagK","11","11","1","52","1800","2","65","","536","902","868","GEGEGB_02731","LNHIMF_00283","","HFCAGB_00286","AJBGEP_00286","ODDLKH_00759","OEKLIE_00275","","PAPNPA_01828","BENMGJ_03866","IKCLMC_02020","PKJKAM_03483","ONMMKP_01871"
"DUF5066 domain-containing protein","","DUF5066 domain-containing protein","11","11","1","52","4566","72","3","","668","668","668","GEGEGB_00350","","BEJGEH_02567","HFCAGB_02815","AJBGEP_02712","ODDLKH_03044","OEKLIE_02307","","PAPNPA_02151","BENMGJ_01782","IKCLMC_01245","PKJKAM_02729","ONMMKP_04304"
"group_1643","Cytoplasmic protein","Cytoplasmic protein","11","11","1","52","7852","86","2","","341","341","341","GEGEGB_03578","","BEJGEH_03957","HFCAGB_04156","AJBGEP_04112","ODDLKH_04360","OEKLIE_00697","","PAPNPA_00242","BENMGJ_00305","IKCLMC_00531","PKJKAM_01577","ONMMKP_02878"
"nusG","","transcription termination/antitermination protein NusG","11","11","1","52","8092","3","53","","443","545","535","GEGEGB_03668","LNHIMF_04195","BEJGEH_04207","HFCAGB_04405","AJBGEP_04360","","OEKLIE_00044","","PAPNPA_00010","BENMGJ_00013","IKCLMC_00255","PKJKAM_00027","ONMMKP_02640"
"murI","","glutamate racemase","11","11","1","52","8085","128","1","","626","851","830","GEGEGB_03684","LNHIMF_04179","BEJGEH_04191","HFCAGB_04389","AJBGEP_04344","ODDLKH_04592","OEKLIE_00002","","","BENMGJ_00918","IKCLMC_00778","PKJKAM_01351","ONMMKP_02656"
"group_1665","DUF3829 domain-containing protein","DUF3829 domain-containing protein","11","11","1","52","7983","95","2","","1031","1031","1031","GEGEGB_03777","","BEJGEH_04099","HFCAGB_04291","AJBGEP_04250","ODDLKH_04498","OEKLIE_03204","","PAPNPA_01288","BENMGJ_01008","IKCLMC_00684","PKJKAM_01445","ONMMKP_02747"
"group_1679","Major facilitator superfamily (MFS) profile domain-containing protein","Major facilitator superfamily (MFS) profile domain-containing protein","11","11","1","52","7760","46","3","","1262","1262","1262","GEGEGB_03894","LNHIMF_03886","","HFCAGB_04085","AJBGEP_04034","ODDLKH_04291","OEKLIE_02683","ALJMDI_02218","PAPNPA_01081","BENMGJ_03202","IKCLMC_02555","PKJKAM_03527",""
"Phosphotransferase system mannitol/fructose-specific IIA component","","Phosphotransferase system mannitol/fructose-specific IIA component","11","11","1","52","7690","18","9","","380","473","464","GEGEGB_03945","LNHIMF_03836","BEJGEH_03838","","AJBGEP_03983","ODDLKH_04240","OEKLIE_02632","ALJMDI_02267","PAPNPA_01032","BENMGJ_03150","","PKJKAM_03578","ONMMKP_03055"
"group_1691","Carbohydrate kinase","Carbohydrate kinase","11","11","1","52","7687","18","6","","1484","1484","1484","GEGEGB_03948","LNHIMF_03833","BEJGEH_03835","","AJBGEP_03980","ODDLKH_04237","OEKLIE_02629","ALJMDI_02270","PAPNPA_01029","BENMGJ_03147","","PKJKAM_03581","ONMMKP_03058"
"Phosphocarrier protein NPr","","Phosphocarrier protein NPr","11","11","1","52","7685","18","4","","269","269","269","GEGEGB_03951","LNHIMF_03831","BEJGEH_03833","","AJBGEP_03978","ODDLKH_04235","OEKLIE_02627","ALJMDI_02272","PAPNPA_01027","BENMGJ_03145","","PKJKAM_03583","ONMMKP_03060"
"rpoA","","DNA-directed RNA polymerase subunit alpha","11","11","1","52","8137","3","15","","266","989","923","GEGEGB_04323","LNHIMF_03468","BEJGEH_03445","HFCAGB_03651","AJBGEP_03599","ODDLKH_03861","OEKLIE_00194","ALJMDI_00011","","","IKCLMC_00140","PKJKAM_00109","ONMMKP_03423"
"rpsF","","30S ribosomal protein S6","11","11","1","52","171","30","4","","209","395","378","GEGEGB_04685","LNHIMF_04487","BEJGEH_04467","HFCAGB_04625","AJBGEP_04601","ODDLKH_00261","","ALJMDI_03838","PAPNPA_02921","","IKCLMC_03421","PKJKAM_01130","ONMMKP_02399"
"group_1805","Inner membrane protein","Inner membrane protein","11","11","1","52","657","79","2","","236","236","236","GEGEGB_04853","LNHIMF_04619","BEJGEH_04654","HFCAGB_04791","AJBGEP_04769","ODDLKH_00428","","ALJMDI_03976","PAPNPA_01526","","IKCLMC_03257","PKJKAM_02154","ONMMKP_02229"
"group_1857","Major facilitator superfamily (MFS) profile domain-containing protein","Major facilitator superfamily (MFS) profile domain-containing protein","11","11","1","52","3211","355","14","","1211","1211","1211","","LNHIMF_01411","BEJGEH_01726","","AJBGEP_01441","ODDLKH_01840","OEKLIE_00915","ALJMDI_03170","PAPNPA_00808","BENMGJ_03250","IKCLMC_04815","PKJKAM_00857","ONMMKP_00691"
"relE","","RelE protein","11","11","1","52","2955","8","26","","284","284","284","","LNHIMF_01605","BEJGEH_01534","","AJBGEP_01634","ODDLKH_02034","OEKLIE_02184","ALJMDI_03365","PAPNPA_03891","BENMGJ_03440","IKCLMC_04622","PKJKAM_04637","ONMMKP_00500"
"group_1896","Cytoplasmic protein","Cytoplasmic protein","11","11","1","52","4231","17","12","","449","449","449","","LNHIMF_02942","BEJGEH_02894","","AJBGEP_03068","ODDLKH_03328","OEKLIE_01949","ALJMDI_02678","PAPNPA_03001","BENMGJ_02132","IKCLMC_03964","PKJKAM_02477","ONMMKP_03968"
