Gene,Non-unique Gene name,Annotation,No. isolates,No. sequences,Avg sequences per isolate,Genome Fragment,Order within Fragment,Accessory Fragment,Accessory Order with Fragment,QC,Min group size nuc,Max group size nuc,Avg group size nuc,GCF_000007545.1_ASM754v1_genomic,GCF_000020745.1_ASM2074v1_genomic,GCF_000020885.1_ASM2088v1_genomic,GCF_000020925.1_ASM2092v1_genomic,GCF_000022165.1_ASM2216v1_genomic,GCF_000170215.1_ASM17021v1_genomic,GCF_000170255.1_ASM17025v1_genomic,GCF_000171255.1_ASM17125v1_genomic,GCF_000171275.1_ASM17127v1_genomic,GCF_000171315.1_ASM17131v1_genomic,GCF_000171415.1_ASM17141v1_genomic,GCF_000171515.1_ASM17151v1_genomic,GCF_000171535.2_ASM17153v2_genomic
typA,typA,ribosome-dependent GTPase TypA,13,13,1.0,1,348,,,,1824,1824,1824.0,GEGEGB_03810,LNHIMF_04061,BEJGEH_04067,HFCAGB_04260,AJBGEP_04219,ODDLKH_04467,OEKLIE_00252,ALJMDI_00920,PAPNPA_01257,BENMGJ_01035,IKCLMC_00652,PKJKAM_01472,ONMMKP_02774
hycC,hycC,formate hydrogenlyase subunit 3,13,13,1.0,1,347,,,,1827,1827,1827.0,GEGEGB_02899,LNHIMF_02890,BEJGEH_02842,HFCAGB_03060,AJBGEP_03016,ODDLKH_03276,OEKLIE_01107,ALJMDI_02625,PAPNPA_02949,BENMGJ_02079,IKCLMC_04016,PKJKAM_02529,ONMMKP_04022
group_107,,RCK C-terminal domain-containing protein,13,13,1.0,1,346,,,,1827,1827,1827.0,GEGEGB_00573,LNHIMF_02470,BEJGEH_02358,HFCAGB_02596,AJBGEP_02504,ODDLKH_02839,OEKLIE_00638,ALJMDI_02074,PAPNPA_04461,BENMGJ_02700,IKCLMC_01664,PKJKAM_02937,ONMMKP_04512
glmS,glmS,glutamine--fructose-6-phosphate transaminase (isomerizing),13,13,1.0,1,344,,,,1830,1830,1830.0,GEGEGB_03864,LNHIMF_03911,BEJGEH_03913,HFCAGB_04111,AJBGEP_04067,ODDLKH_04316,OEKLIE_00172,ALJMDI_02192,PAPNPA_00071,BENMGJ_00058,IKCLMC_02526,PKJKAM_01622,ONMMKP_02923
pduG,pduG,propanediol dehydratase reactivase alpha subunit PduG,13,13,1.0,1,343,,,,1833,1833,1833.0,GEGEGB_00884,LNHIMF_02124,BEJGEH_02061,HFCAGB_02303,AJBGEP_02204,ODDLKH_02538,OEKLIE_03669,ALJMDI_01788,PAPNPA_04158,BENMGJ_02402,IKCLMC_01966,PKJKAM_04117,ONMMKP_04801
group_106,,Outer membrane protein,13,13,1.0,1,342,,,,1836,1836,1836.0,GEGEGB_03500,LNHIMF_04029,BEJGEH_04035,HFCAGB_04228,AJBGEP_04187,ODDLKH_04435,OEKLIE_01348,ALJMDI_00888,PAPNPA_00561,BENMGJ_00612,IKCLMC_00459,PKJKAM_01504,ONMMKP_02806
recD,recD,exodeoxyribonuclease V subunit alpha,13,13,1.0,1,339,,,,1836,1836,1836.0,GEGEGB_03050,LNHIMF_03034,BEJGEH_03001,HFCAGB_03213,AJBGEP_03162,ODDLKH_03423,OEKLIE_01693,ALJMDI_02761,PAPNPA_03104,BENMGJ_02236,IKCLMC_03870,PKJKAM_02375,ONMMKP_03868
nuoL,nuoL,NADH-quinone oxidoreductase subunit L,13,13,1.0,1,336,,,,1842,1842,1842.0,GEGEGB_00587,LNHIMF_02456,BEJGEH_02344,HFCAGB_02581,AJBGEP_02490,ODDLKH_02825,OEKLIE_00624,ALJMDI_02060,PAPNPA_04447,BENMGJ_02686,IKCLMC_01678,PKJKAM_02951,ONMMKP_04526
btuB,btuB,TonB-dependent vitamin B12 receptor BtuB,13,13,1.0,1,335,,,,1845,1845,1845.0,GEGEGB_03685,LNHIMF_04178,BEJGEH_04190,HFCAGB_04388,AJBGEP_04343,ODDLKH_04591,OEKLIE_03335,ALJMDI_01043,PAPNPA_01381,BENMGJ_00919,IKCLMC_00777,PKJKAM_01352,ONMMKP_02657
recQ,recQ,ATP-dependent DNA helicase RecQ,13,13,1.0,1,334,,,,1848,1848,1848.0,GEGEGB_03523,LNHIMF_04006,BEJGEH_04012,HFCAGB_04205,AJBGEP_04164,ODDLKH_04412,OEKLIE_01325,ALJMDI_00865,PAPNPA_00538,BENMGJ_00589,IKCLMC_00482,PKJKAM_01527,ONMMKP_02829
selB,selB,selenocysteine-specific translation elongation factor,13,13,1.0,1,332,,,,1851,1851,1851.0,GEGEGB_04058,LNHIMF_03725,BEJGEH_03724,HFCAGB_03929,AJBGEP_03877,ODDLKH_04135,OEKLIE_04060,ALJMDI_02376,PAPNPA_01765,BENMGJ_03044,IKCLMC_02702,PKJKAM_03680,ONMMKP_03158
ilvD,ilvD,dihydroxy-acid dehydratase,13,13,1.0,1,331,,,,1851,1851,1851.0,GEGEGB_03581,LNHIMF_03953,BEJGEH_03955,HFCAGB_04153,AJBGEP_04109,ODDLKH_04358,OEKLIE_00694,ALJMDI_00807,PAPNPA_00239,BENMGJ_00302,IKCLMC_00534,PKJKAM_01580,ONMMKP_02881
hscA,hscA,Fe-S protein assembly chaperone HscA,13,13,1.0,1,330,,,,1851,1851,1851.0,GEGEGB_00343,LNHIMF_02679,BEJGEH_02574,HFCAGB_02822,AJBGEP_02719,ODDLKH_03051,OEKLIE_02314,ALJMDI_01612,PAPNPA_02158,BENMGJ_01789,IKCLMC_01238,PKJKAM_02722,ONMMKP_04297
mutL,mutL,DNA mismatch repair endonuclease MutL,13,13,1.0,1,326,,,,1857,1857,1857.0,GEGEGB_04654,LNHIMF_04455,BEJGEH_04435,HFCAGB_04594,AJBGEP_04570,ODDLKH_00230,OEKLIE_00203,ALJMDI_03806,PAPNPA_02889,BENMGJ_00381,IKCLMC_03452,PKJKAM_01161,ONMMKP_02430
gss,gss,bifunctional glutathionylspermidine amidase/synthase,13,13,1.0,1,325,,,,1857,1857,1857.0,GEGEGB_03216,LNHIMF_03189,BEJGEH_03155,HFCAGB_03367,AJBGEP_03316,ODDLKH_03574,OEKLIE_04457,ALJMDI_02913,PAPNPA_02255,BENMGJ_01858,IKCLMC_03717,PKJKAM_01934,ONMMKP_03700
sppA,sppA,signal peptide peptidase SppA,13,13,1.0,1,324,,,,1857,1857,1857.0,GEGEGB_01245,LNHIMF_01344,BEJGEH_01793,HFCAGB_01991,AJBGEP_01372,ODDLKH_01771,OEKLIE_02955,ALJMDI_03102,PAPNPA_01200,BENMGJ_00878,IKCLMC_04882,PKJKAM_00924,ONMMKP_00838
asmA,asmA,outer membrane assembly protein AsmA,13,13,1.0,1,323,,,,1857,1857,1857.0,GEGEGB_00799,LNHIMF_02267,BEJGEH_02141,HFCAGB_02384,AJBGEP_02284,ODDLKH_02618,OEKLIE_03749,ALJMDI_01869,PAPNPA_04241,BENMGJ_02482,IKCLMC_01881,PKJKAM_04034,ONMMKP_04729
dxs,dxs,1-deoxy-D-xylulose-5-phosphate synthase,13,13,1.0,1,322,,,,1863,1863,1863.0,GEGEGB_02574,LNHIMF_00448,BEJGEH_00430,HFCAGB_00446,AJBGEP_00442,ODDLKH_00910,OEKLIE_02775,ALJMDI_04421,PAPNPA_01996,BENMGJ_04082,IKCLMC_02184,PKJKAM_03320,ONMMKP_01735
kefC,kefC,glutathione-regulated potassium-efflux system protein KefC,13,13,1.0,1,321,,,,1863,1863,1863.0,GEGEGB_00093,LNHIMF_00089,BEJGEH_00090,HFCAGB_00086,AJBGEP_00091,ODDLKH_00565,OEKLIE_04677,ALJMDI_04112,PAPNPA_03578,BENMGJ_01624,IKCLMC_03120,PKJKAM_02017,ONMMKP_02094
kup,kup,low affinity potassium transporter Kup,13,13,1.0,1,320,,,,1869,1869,1869.0,GEGEGB_03844,LNHIMF_03931,BEJGEH_03933,HFCAGB_04131,AJBGEP_04087,ODDLKH_04336,OEKLIE_00454,ALJMDI_02172,PAPNPA_00126,BENMGJ_00106,IKCLMC_02506,PKJKAM_01602,ONMMKP_02903
ppiD,ppiD,peptidylprolyl isomerase,13,13,1.0,1,319,,,,1872,1872,1872.0,GEGEGB_02540,LNHIMF_00477,BEJGEH_00461,HFCAGB_00477,AJBGEP_00473,ODDLKH_00941,OEKLIE_04071,ALJMDI_00576,PAPNPA_02475,BENMGJ_04113,IKCLMC_02215,PKJKAM_03289,ONMMKP_01704
gsiA,gsiA,glutathione ABC transporter ATP-binding protein GsiA,13,13,1.0,1,318,,,,1872,1872,1872.0,GEGEGB_02151,LNHIMF_00976,BEJGEH_00849,HFCAGB_00930,AJBGEP_00875,ODDLKH_01341,OEKLIE_02849,ALJMDI_01187,PAPNPA_03339,BENMGJ_04514,IKCLMC_01449,PKJKAM_01046,ONMMKP_01264
htpG,htpG,molecular chaperone HtpG,13,13,1.0,1,314,,,,1875,1875,1875.0,GEGEGB_02503,LNHIMF_00512,BEJGEH_00499,HFCAGB_00512,AJBGEP_00507,ODDLKH_00975,OEKLIE_04105,ALJMDI_00611,PAPNPA_02510,BENMGJ_04148,IKCLMC_02250,PKJKAM_03254,ONMMKP_01670
prpE,prpE,propionate--CoA ligase,13,13,1.0,1,312,,,,1887,1887,1887.0,GEGEGB_02630,LNHIMF_00398,BEJGEH_00380,HFCAGB_00392,AJBGEP_00390,ODDLKH_00858,OEKLIE_02723,ALJMDI_04371,PAPNPA_01944,BENMGJ_04030,IKCLMC_02131,PKJKAM_03372,ONMMKP_01788
mnmG,mnmG,tRNA uridine-5-carboxymethylaminomethyl(34) synthesis enzyme MnmG,13,13,1.0,1,311,,,,1890,1890,1890.0,GEGEGB_03850,LNHIMF_03925,BEJGEH_03927,HFCAGB_04125,AJBGEP_04081,ODDLKH_04330,OEKLIE_00448,ALJMDI_02178,PAPNPA_00120,BENMGJ_00100,IKCLMC_02512,PKJKAM_01608,ONMMKP_02909
deaD,deaD,ATP-dependent RNA helicase DeaD,13,13,1.0,1,310,,,,1890,1890,1890.0,GEGEGB_03369,LNHIMF_03328,BEJGEH_03304,HFCAGB_03508,AJBGEP_03456,ODDLKH_03719,OEKLIE_04317,ALJMDI_03056,PAPNPA_02397,BENMGJ_01996,IKCLMC_03573,PKJKAM_01751,ONMMKP_03561
aceF,aceF,pyruvate dehydrogenase complex dihydrolipoyllysine-residue acetyltransferase,13,13,1.0,1,309,,,,1890,1890,1890.0,GEGEGB_00169,LNHIMF_00160,BEJGEH_00166,HFCAGB_00161,AJBGEP_00162,ODDLKH_00636,OEKLIE_04748,ALJMDI_04186,PAPNPA_03651,BENMGJ_01553,IKCLMC_03048,PKJKAM_00764,ONMMKP_02020
parE_V521F,parE_V521F,DNA topoisomerase 4 subunit B,13,13,1.0,1,308,,,,1893,1893,1893.0,GEGEGB_03263,LNHIMF_03231,BEJGEH_03204,HFCAGB_03411,AJBGEP_03359,ODDLKH_03617,OEKLIE_04414,ALJMDI_02956,PAPNPA_02299,BENMGJ_01901,IKCLMC_03673,PKJKAM_01891,ONMMKP_03656
yheS,yheS,ABC transporter ATP-binding protein,13,13,1.0,1,306,,,,1908,1908,1908.0,GEGEGB_04279,LNHIMF_03512,BEJGEH_03489,HFCAGB_03695,AJBGEP_03643,ODDLKH_03905,OEKLIE_00733,ALJMDI_02593,PAPNPA_01539,BENMGJ_02813,IKCLMC_02933,PKJKAM_03903,ONMMKP_03379
uup,uup,ABC transporter ATP-binding protein,13,13,1.0,1,305,,,,1908,1908,1908.0,GEGEGB_01968,LNHIMF_01096,BEJGEH_00967,HFCAGB_01111,AJBGEP_01061,ODDLKH_01467,OEKLIE_01777,ALJMDI_01364,PAPNPA_00905,BENMGJ_01286,IKCLMC_00559,PKJKAM_00067,ONMMKP_01078
yoaA,yoaA,ATP-dependent DNA helicase YoaA,13,13,1.0,1,303,,,,1911,1911,1911.0,GEGEGB_01123,LNHIMF_01893,BEJGEH_01243,HFCAGB_01455,AJBGEP_01916,ODDLKH_02313,OEKLIE_01919,ALJMDI_00060,PAPNPA_00223,BENMGJ_03722,IKCLMC_04344,PKJKAM_04356,ONMMKP_00215
bglG,bglG,BglG family transcription antiterminator,13,13,1.0,1,301,,,,1914,1914,1914.0,GEGEGB_04728,LNHIMF_04525,BEJGEH_04523,HFCAGB_04665,AJBGEP_04658,ODDLKH_00317,OEKLIE_03528,ALJMDI_03876,PAPNPA_01416,BENMGJ_01163,IKCLMC_03381,PKJKAM_02256,ONMMKP_02343
mtlA,mtlA,PTS mannitol transporter subunit IICBA,13,13,1.0,1,300,,,,1917,1917,1917.0,GEGEGB_04055,LNHIMF_03728,BEJGEH_03729,HFCAGB_03932,AJBGEP_03880,ODDLKH_04138,OEKLIE_04063,ALJMDI_02373,PAPNPA_01768,BENMGJ_03047,IKCLMC_02699,PKJKAM_03677,ONMMKP_03153
dnaK,dnaK,molecular chaperone DnaK,13,13,1.0,1,299,,,,1917,1917,1917.0,GEGEGB_00012,LNHIMF_00012,BEJGEH_00012,HFCAGB_00012,AJBGEP_00012,ODDLKH_00488,OEKLIE_04598,ALJMDI_04036,PAPNPA_03503,BENMGJ_00715,IKCLMC_03197,PKJKAM_02094,ONMMKP_02169
dnaX,dnaX,DNA polymerase III subunit gamma/tau,13,13,1.0,1,294,,,,1929,1929,1929.0,GEGEGB_02506,LNHIMF_00509,BEJGEH_00496,HFCAGB_00509,AJBGEP_00504,ODDLKH_00972,OEKLIE_04102,ALJMDI_00608,PAPNPA_02507,BENMGJ_04145,IKCLMC_02247,PKJKAM_03257,ONMMKP_01673
thrS,thrS,threonine--tRNA ligase,13,13,1.0,1,293,,,,1929,1929,1929.0,GEGEGB_01287,LNHIMF_01381,BEJGEH_01756,HFCAGB_01953,AJBGEP_01411,ODDLKH_01810,OEKLIE_02916,ALJMDI_03140,PAPNPA_01237,BENMGJ_00917,IKCLMC_04845,PKJKAM_00887,ONMMKP_00721
rnb,rnb,exoribonuclease II,13,13,1.0,1,291,,,,1935,1935,1935.0,GEGEGB_01706,LNHIMF_01769,BEJGEH_01367,HFCAGB_01579,AJBGEP_01792,ODDLKH_02190,OEKLIE_01457,ALJMDI_03529,PAPNPA_04060,BENMGJ_03600,IKCLMC_04468,PKJKAM_04480,ONMMKP_00338
sltY,sltY,murein transglycosylase,13,13,1.0,1,290,,,,1938,1938,1938.0,GEGEGB_04879,LNHIMF_04645,BEJGEH_04684,HFCAGB_04817,AJBGEP_04799,ODDLKH_00458,OEKLIE_04568,ALJMDI_04006,PAPNPA_03473,BENMGJ_00746,IKCLMC_03227,PKJKAM_02124,ONMMKP_02199
cpdB,cpdB,2'3'-cyclic-nucleotide 2'-phosphodiesterase,13,13,1.0,1,287,,,,1944,1944,1944.0,GEGEGB_04699,LNHIMF_04499,BEJGEH_04479,HFCAGB_04639,AJBGEP_04613,ODDLKH_00273,OEKLIE_03483,ALJMDI_03850,PAPNPA_01390,BENMGJ_01189,IKCLMC_03407,PKJKAM_02301,ONMMKP_02387
macB,macB,macrolide ABC transporter ATP-binding protein/permease MacB,13,13,1.0,1,286,,,,1947,1947,1947.0,GEGEGB_02101,LNHIMF_01035,BEJGEH_00899,HFCAGB_00990,AJBGEP_00934,ODDLKH_01401,OEKLIE_02908,ALJMDI_01246,PAPNPA_03389,BENMGJ_04574,IKCLMC_01509,PKJKAM_00986,ONMMKP_01204
nagE,nagE,PTS N-acetyl glucosamine transporter subunit IIABC,13,13,1.0,1,284,,,,1953,1953,1953.0,GEGEGB_02310,LNHIMF_00825,BEJGEH_00698,HFCAGB_00780,AJBGEP_00710,ODDLKH_01179,OEKLIE_02079,ALJMDI_00782,PAPNPA_03178,BENMGJ_04353,IKCLMC_00446,PKJKAM_00340,ONMMKP_01471
group_85,,Glycoside hydrolase family 127 protein,13,13,1.0,1,283,,,,1956,1956,1956.0,GEGEGB_04061,LNHIMF_03721,BEJGEH_03721,HFCAGB_03926,AJBGEP_03874,ODDLKH_04132,OEKLIE_04057,ALJMDI_02380,PAPNPA_01762,BENMGJ_03041,IKCLMC_02705,PKJKAM_03683,ONMMKP_03161
acs,acs,acetate--CoA ligase,13,13,1.0,1,282,,,,1959,1959,1959.0,GEGEGB_04418,LNHIMF_04362,BEJGEH_04338,HFCAGB_04514,AJBGEP_04487,ODDLKH_00135,OEKLIE_03429,ALJMDI_03722,PAPNPA_02796,BENMGJ_01452,IKCLMC_01083,PKJKAM_01243,ONMMKP_02514
mod,mod,Type III restriction-modification enzyme StyLTI Mod subunit,13,13,1.0,1,281,,,,1959,1959,1959.0,GEGEGB_02645,LNHIMF_00384,BEJGEH_00366,HFCAGB_00377,AJBGEP_00376,ODDLKH_00844,OEKLIE_02709,ALJMDI_04357,PAPNPA_01930,BENMGJ_04016,IKCLMC_02117,PKJKAM_03386,ONMMKP_01802
rlhA,rlhA,23S rRNA 5-hydroxycytidine C2501 synthase,13,13,1.0,1,279,,,,1965,1965,1965.0,GEGEGB_01599,LNHIMF_01665,BEJGEH_01472,HFCAGB_01681,AJBGEP_01691,ODDLKH_02091,OEKLIE_02241,ALJMDI_03426,PAPNPA_03955,BENMGJ_03500,IKCLMC_04568,PKJKAM_04580,ONMMKP_00442
yeaG,yeaG,protein kinase YeaG,13,13,1.0,1,278,,,,1965,1965,1965.0,GEGEGB_01234,LNHIMF_01334,BEJGEH_01803,HFCAGB_02009,AJBGEP_01362,ODDLKH_01761,OEKLIE_02965,ALJMDI_03092,PAPNPA_01181,BENMGJ_00868,IKCLMC_04892,PKJKAM_00461,ONMMKP_00848
aaeB,aaeB,p-hydroxybenzoic acid efflux pump subunit AaeB,13,13,1.0,1,277,,,,1968,1968,1968.0,GEGEGB_03457,LNHIMF_03416,BEJGEH_03393,HFCAGB_03597,AJBGEP_03546,ODDLKH_03807,OEKLIE_01269,ALJMDI_00125,PAPNPA_00482,BENMGJ_00250,IKCLMC_03485,PKJKAM_01662,ONMMKP_03475
topB,topB,DNA topoisomerase III,13,13,1.0,1,274,,,,1977,1977,1977.0,GEGEGB_01248,LNHIMF_01347,BEJGEH_01790,HFCAGB_01988,AJBGEP_01375,ODDLKH_01774,OEKLIE_02952,ALJMDI_03105,PAPNPA_01203,BENMGJ_00881,IKCLMC_04879,PKJKAM_00921,ONMMKP_00835
glgX,glgX,glycogen debranching protein GlgX,13,13,1.0,1,273,,,,1977,1977,1977.0,GEGEGB_04212,LNHIMF_03580,BEJGEH_03573,HFCAGB_03777,AJBGEP_03726,ODDLKH_03986,OEKLIE_03909,ALJMDI_02525,PAPNPA_01620,BENMGJ_02895,IKCLMC_02853,PKJKAM_03830,ONMMKP_03308
speA,speA,biosynthetic arginine decarboxylase,13,13,1.0,1,272,,,,1977,1977,1977.0,GEGEGB_03161,LNHIMF_03134,BEJGEH_03103,HFCAGB_03316,AJBGEP_03263,ODDLKH_03523,OEKLIE_04509,ALJMDI_02858,PAPNPA_00160,BENMGJ_02346,IKCLMC_03768,PKJKAM_00301,ONMMKP_03767
rpoD,rpoD,RNA polymerase sigma factor RpoD,13,13,1.0,1,268,,,,1983,1983,1983.0,GEGEGB_03294,LNHIMF_03264,BEJGEH_03238,HFCAGB_03442,AJBGEP_03390,ODDLKH_03648,OEKLIE_04383,ALJMDI_02987,PAPNPA_02330,BENMGJ_01932,IKCLMC_03642,PKJKAM_01860,ONMMKP_03625
arnA,arnA,bifunctional UDP-4-amino-4-deoxy-L-arabinose formyltransferase/UDP-glucuronic acid oxidase ArnA,13,13,1.0,1,267,,,,1983,1983,1983.0,GEGEGB_00606,LNHIMF_02438,BEJGEH_02324,HFCAGB_02561,AJBGEP_02470,ODDLKH_02805,OEKLIE_02473,ALJMDI_02042,PAPNPA_04427,BENMGJ_02668,IKCLMC_01699,PKJKAM_02969,ONMMKP_04545
group_80,tkt,transketolase,13,13,1.0,1,266,,,,1992,1992,1992.0,GEGEGB_03158,LNHIMF_03131,BEJGEH_03093,HFCAGB_03306,AJBGEP_03253,ODDLKH_03513,OEKLIE_04519,ALJMDI_02855,PAPNPA_00191,BENMGJ_02336,IKCLMC_03778,PKJKAM_00311,ONMMKP_03777
cyoB,cyoB,cytochrome o ubiquinol oxidase subunit I,13,13,1.0,1,265,,,,1992,1992,1992.0,GEGEGB_02551,LNHIMF_00466,BEJGEH_00450,HFCAGB_00466,AJBGEP_00462,ODDLKH_00930,OEKLIE_02795,ALJMDI_04439,PAPNPA_02016,BENMGJ_04102,IKCLMC_02204,PKJKAM_03300,ONMMKP_01715
mnmC,mnmC,bifunctional tRNA (5-methylaminomethyl-2-thiouridine)(34)-methyltransferase MnmD/FAD-dependent 5-carboxymethylaminomethyl-2-thiouridine(34) oxidoreductase MnmC,13,13,1.0,1,263,,,,2001,2001,2001.0,GEGEGB_00527,LNHIMF_02515,BEJGEH_02403,HFCAGB_02643,AJBGEP_02550,ODDLKH_02885,OEKLIE_02034,ALJMDI_02117,PAPNPA_04506,BENMGJ_02746,IKCLMC_01618,PKJKAM_02891,ONMMKP_04466
tkt,tkt,transketolase,13,13,1.0,1,262,,,,2001,2001,2001.0,GEGEGB_00421,LNHIMF_02610,BEJGEH_02501,HFCAGB_02747,AJBGEP_02650,ODDLKH_02983,OEKLIE_03118,ALJMDI_01687,PAPNPA_02070,BENMGJ_01721,IKCLMC_01308,PKJKAM_02794,ONMMKP_04369
pgtB,pgtB,two-component system sensor histidine kinase PgtB,13,13,1.0,1,260,,,,2007,2007,2007.0,GEGEGB_00502,LNHIMF_02534,BEJGEH_02422,HFCAGB_02666,AJBGEP_02569,ODDLKH_02904,OEKLIE_02053,ALJMDI_02136,PAPNPA_04525,BENMGJ_02779,IKCLMC_01599,PKJKAM_02872,ONMMKP_04447
cheA,cheA,chemotaxis protein CheA,13,13,1.0,1,255,,,,2016,2016,2016.0,GEGEGB_01022,LNHIMF_01999,BEJGEH_01143,HFCAGB_01293,AJBGEP_02021,ODDLKH_02417,OEKLIE_01060,ALJMDI_00284,PAPNPA_00430,BENMGJ_03829,IKCLMC_04227,PKJKAM_04240,ONMMKP_00106
ligA,ligA,NAD-dependent DNA ligase LigA,13,13,1.0,1,254,,,,2016,2016,2016.0,GEGEGB_00467,LNHIMF_02567,BEJGEH_02455,HFCAGB_02701,AJBGEP_02602,ODDLKH_02937,OEKLIE_03070,ALJMDI_01730,PAPNPA_02026,BENMGJ_01676,IKCLMC_01353,PKJKAM_02838,ONMMKP_04414
uvrB,uvrB,excinuclease ABC subunit UvrB,13,13,1.0,1,252,,,,2022,2022,2022.0,GEGEGB_02205,LNHIMF_00930,BEJGEH_00799,HFCAGB_00879,AJBGEP_00823,ODDLKH_01292,OEKLIE_02799,ALJMDI_01141,PAPNPA_03279,BENMGJ_04466,IKCLMC_01393,PKJKAM_01096,ONMMKP_01315
rep,rep,DNA helicase Rep,13,13,1.0,1,251,,,,2025,2025,2025.0,GEGEGB_03570,LNHIMF_03964,BEJGEH_03964,HFCAGB_04160,AJBGEP_04116,ODDLKH_04364,OEKLIE_00701,ALJMDI_00818,PAPNPA_00249,BENMGJ_00309,IKCLMC_00527,PKJKAM_01573,ONMMKP_02874
metG,metG,methionine--tRNA ligase,13,13,1.0,1,250,,,,2034,2034,2034.0,GEGEGB_00749,LNHIMF_02303,BEJGEH_02189,HFCAGB_02422,AJBGEP_02321,ODDLKH_02656,OEKLIE_03787,ALJMDI_01916,PAPNPA_04292,BENMGJ_02520,IKCLMC_01836,PKJKAM_03976,ONMMKP_04685
ydhK,ydhK,Uncharacterized transporter YdhK,13,13,1.0,1,249,,,,2040,2040,2040.0,GEGEGB_01389,LNHIMF_01494,BEJGEH_01644,HFCAGB_01839,AJBGEP_01524,ODDLKH_01924,OEKLIE_00996,ALJMDI_03254,PAPNPA_03781,BENMGJ_03333,IKCLMC_04732,PKJKAM_00085,ONMMKP_00607
group_75,,Glycoside hydrolase family 31 protein,13,13,1.0,1,248,,,,2040,2040,2040.0,GEGEGB_00046,LNHIMF_00043,BEJGEH_00044,HFCAGB_00044,AJBGEP_00043,ODDLKH_00519,OEKLIE_04629,ALJMDI_04066,PAPNPA_03533,BENMGJ_00684,IKCLMC_03166,PKJKAM_02062,ONMMKP_02139
prlC,prlC,oligopeptidase A,13,13,1.0,1,247,,,,2043,2043,2043.0,GEGEGB_04146,LNHIMF_03637,BEJGEH_03631,HFCAGB_03836,AJBGEP_03784,ODDLKH_04043,OEKLIE_03967,ALJMDI_02468,PAPNPA_01676,BENMGJ_02952,IKCLMC_02795,PKJKAM_03773,ONMMKP_03251
ssaV,ssaV,SPI-2 type III secretion system apparatus protein SsaV,13,13,1.0,1,245,,,,2046,2046,2046.0,GEGEGB_01361,LNHIMF_01465,BEJGEH_01672,HFCAGB_01868,AJBGEP_01495,ODDLKH_01894,OEKLIE_00321,ALJMDI_03225,PAPNPA_00863,BENMGJ_03304,IKCLMC_04761,PKJKAM_00802,ONMMKP_00636
prc,prc,carboxy terminal-processing peptidase,13,13,1.0,1,244,,,,2049,2049,2049.0,GEGEGB_01100,LNHIMF_01915,BEJGEH_01220,HFCAGB_01432,AJBGEP_01938,ODDLKH_02335,OEKLIE_01369,ALJMDI_00200,PAPNPA_00200,BENMGJ_03745,IKCLMC_04321,PKJKAM_04333,ONMMKP_00192
lpoA,lpoA,Penicillin-binding protein activator LpoA,13,13,1.0,1,243,,,,2052,2052,2052.0,GEGEGB_03355,LNHIMF_03314,BEJGEH_03288,HFCAGB_03492,AJBGEP_03440,ODDLKH_03703,OEKLIE_04333,ALJMDI_03042,PAPNPA_02381,BENMGJ_01982,IKCLMC_03587,PKJKAM_01765,ONMMKP_03575
ptrB,ptrB,oligopeptidase B,13,13,1.0,1,242,,,,2052,2052,2052.0,GEGEGB_01066,LNHIMF_01955,BEJGEH_01186,HFCAGB_01337,AJBGEP_01977,ODDLKH_02373,OEKLIE_01408,ALJMDI_00240,PAPNPA_00771,BENMGJ_03785,IKCLMC_04275,PKJKAM_04284,ONMMKP_00151
helD,helD,DNA helicase IV,13,13,1.0,1,239,,,,2055,2055,2055.0,GEGEGB_01955,LNHIMF_01108,BEJGEH_00979,HFCAGB_01123,AJBGEP_01073,ODDLKH_01479,OEKLIE_00415,ALJMDI_00350,PAPNPA_00917,BENMGJ_01298,IKCLMC_00571,PKJKAM_00673,ONMMKP_01065
invA,invA,type III secretion system export apparatus protein InvA,13,13,1.0,1,238,,,,2058,2058,2058.0,GEGEGB_02943,LNHIMF_02936,BEJGEH_02888,HFCAGB_03106,AJBGEP_03062,ODDLKH_03322,OEKLIE_01943,ALJMDI_02672,PAPNPA_02995,BENMGJ_02126,IKCLMC_03970,PKJKAM_02483,ONMMKP_03974
yhjG,yhjG,AsmA family protein YhjG,13,13,1.0,1,237,,,,2061,2061,2061.0,GEGEGB_04131,LNHIMF_03653,BEJGEH_03649,HFCAGB_03853,AJBGEP_03801,ODDLKH_04060,OEKLIE_03984,ALJMDI_02452,PAPNPA_01694,BENMGJ_02969,IKCLMC_02778,PKJKAM_03756,ONMMKP_03234
siiF,siiF,SPI-4 type I secretion system protein SiiF,13,13,1.0,1,236,,,,2067,2067,2067.0,GEGEGB_04404,LNHIMF_04348,BEJGEH_04324,HFCAGB_04500,AJBGEP_04473,ODDLKH_00121,OEKLIE_03415,ALJMDI_03708,PAPNPA_02782,BENMGJ_01438,IKCLMC_01069,PKJKAM_01257,ONMMKP_02528
ppk1,ppk1,polyphosphate kinase 1,13,13,1.0,1,235,,,,2067,2067,2067.0,GEGEGB_00389,LNHIMF_02641,BEJGEH_02533,HFCAGB_02778,AJBGEP_02679,ODDLKH_03012,OEKLIE_03147,ALJMDI_01656,PAPNPA_02101,BENMGJ_01750,IKCLMC_01277,PKJKAM_02763,ONMMKP_04338
